Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,Alkalinity
Contra Costa PP Number 01,9/2/2008,744,88.7732302,OMR,C,68
Middle River @ Union Point - P10A,9/2/2008,387,88.7732302,SouthDelta,C,71
Old River North of Rock Slough (St 4b),6/28/1988,512,88.84197167,OMR,C,75
Old River South of Rock Slough (St 5A),6/28/1988,533,88.84197167,OMR,C,74
Contra Costa PP Number 01,11/7/2006,302,88.98570418,OMR,D,61
Middle River @ Union Point - P10A,11/7/2006,274,88.98570418,OMR,D,59
Middle River @ Union Point - P10A,11/7/2006,274,88.98570418,SouthDelta,D,59
Contra Costa PP Number 01,12/6/2004,579,88.99645057,OMR,AN,90
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,89.32251087,SouthDelta,D,138
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,89.32251087,SouthDelta,D,129
Contra Costa PP Number 01,10/8/2002,1120,89.3846487,OMR,AN,109
Middle River @ Union Point - P10A,1/4/2016,601,89.47617765,OMR,BN,73
Middle River @ Union Point - P10A,1/4/2016,601,89.47617765,SouthDelta,BN,73
Clifton Court Intake,6/22/1994,450,89.49535368,OMR,C,75
Middle River at Bacon Island Bridge,6/22/1994,389,89.49535368,OMR,C,70
Rock Slough @ Old River,6/22/1994,450,89.49535368,OMR,C,70
Contra Costa PP Number 01,11/6/2007,1048,89.58054651,OMR,C,88
Middle River @ Union Point - P10A,11/6/2007,427,89.58054651,OMR,C,74
Middle River @ Union Point - P10A,11/6/2007,427,89.58054651,SouthDelta,C,74
Contra Costa PP Number 01,11/7/2005,468,89.68142253,OMR,W,74
P8 - San Joaquin River @ Buckley Cove,10/13/1976,749,89.70007234,SJRcorridor,C,121
Middle River at Bacon Island Bridge,9/22/1994,407,90.04354307,OMR,C,78
Clifton Court Intake,9/22/1994,667,90.04354307,OMR,C,78
Rock Slough @ Old River,9/22/1994,988,90.04354307,OMR,C,74
Contra Costa PP Number 01,10/7/1997,640,90.04861349,OMR,W,76
Middle River @ Union Point - P10A,7/7/2014,541,90.2187572,OMR,C,69
Middle River @ Union Point - P10A,7/7/2014,541,90.2187572,SouthDelta,C,69
Clifton Court Intake,5/23/1990,654,90.30188297,OMR,C,63
Rock Slough @ Old River,5/23/1990,660,90.30188297,OMR,C,58
Middle River @ Union Point - P10A,9/2/2014,452,90.3346038,OMR,C,69
Middle River @ Union Point - P10A,9/2/2014,452,90.3346038,SouthDelta,C,69
Middle River @ Union Point - P10A,11/4/2013,463,90.34617646,OMR,C,71
Middle River @ Union Point - P10A,11/4/2013,463,90.34617646,SouthDelta,C,71
Middle River at Bacon Island Bridge,8/25/1994,336,90.48799198,OMR,C,60
Clifton Court Intake,8/25/1994,597,90.48799198,OMR,C,60
Rock Slough @ Old River,8/25/1994,805,90.48799198,OMR,C,59
Contra Costa PP Number 01,7/20/1994,666,90.6143213,OMR,C,62
Rock Slough @ Old River,7/20/1994,692,90.6143213,OMR,C,60
Middle River at Bacon Island Bridge,7/20/1994,365,90.6143213,OMR,C,59
Old River North of Rock Slough (St 4b),7/20/1994,690,90.6143213,OMR,C,59
San Joaquin River @ Mossdale Bridge - C7A,7/20/1994,942,90.6143213,SJRcorridor,C,114
Little Connection Sl. @ Empire Tr.,7/20/1994,248,90.6143213,SJRcorridor,C,54
Old River nr Tracy,7/20/1994,997,90.6143213,SouthDelta,C,121
Grant Ln Can @ Tracy Rd Bdg,7/20/1994,956,90.6143213,SouthDelta,C,116
Grant Line/Fabian/Bell Canals nr Old R.,7/20/1994,852,90.6143213,SouthDelta,C,102
Rock Slough @ Old River,5/22/1991,596,90.63835999,OMR,C,89
Old River North of Rock Slough (St 4b),5/22/1991,613,90.63835999,OMR,C,81
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,90.63835999,SouthDelta,C,85
Contra Costa PP Number 01,10/13/1994,569,90.78710967,OMR,W,76
Middle River at Bacon Island Bridge,9/24/1990,368,90.82305445,OMR,C,80
Clifton Court Intake,9/24/1990,504,90.82305445,OMR,C,78
Clifton Court Intake,6/25/1992,724,90.85817896,OMR,C,73
Middle River at Bacon Island Bridge,6/25/1992,564,90.85817896,OMR,C,70
P8 - San Joaquin River @ Buckley Cove,1/25/1977,1000,90.99498693,SJRcorridor,C,118
SAN JOAQUIN R A BRANDT BR        ,1/12/2010,928,91.08275529,SJRcorridor,BN,122
San Joaquin River @ Mossdale Bridge - C7A,1/12/2010,1008,91.08275529,SJRcorridor,BN,126
Old River near Rock Slough,8/4/1959,1380,91.1135463,OMR,BN,67
Old River near Rock Slough,8/4/1959,1580,91.1135463,OMR,BN,67
Clifton Court Intake,5/21/1991,527,91.14886705,OMR,C,88
Contra Costa PP Number 01,5/21/1991,537,91.14886705,OMR,C,87
Middle River at Bacon Island Bridge,5/21/1991,359,91.14886705,OMR,C,73
San Joaquin River @ Mossdale Bridge - C7A,3/2/1989,1370,91.3346382,SJRcorridor,D,139
Grant Ln Can @ Tracy Rd Bdg,3/2/1989,1430,91.3346382,SouthDelta,D,142
Old River nr Tracy,3/2/1989,1410,91.3346382,SouthDelta,D,137
Middle R @ Tracy Rd Bdg,3/2/1989,506,91.3346382,SouthDelta,D,75
Old River near Rock Slough,6/19/1959,318,91.43818578,OMR,BN,76
Old River near Rock Slough,6/19/1959,327,91.43818578,OMR,BN,73
Clifton Court Intake,7/23/1991,528,91.47785985,OMR,C,73
San Joaquin River @ Mossdale Bridge - C7A,11/17/1994,796,91.53716312,SJRcorridor,W,108
P8 - San Joaquin River @ Buckley Cove,10/28/1976,819,91.56769133,SJRcorridor,C,136
Contra Costa PP Number 01,11/5/2002,874,91.73476989,OMR,AN,94
Clifton Court Intake,5/21/1992,463,91.77345049,OMR,C,83
Middle River at Bacon Island Bridge,5/21/1992,458,91.77345049,OMR,C,79
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,91.80575032,SouthDelta,D,155
Grant Line Canal @ Tracy Blvd,12/23/2008,928,91.80575032,SouthDelta,D,123
Contra Costa PP Number 01,11/5/1997,948,91.80829068,OMR,W,74
Middle River at Bacon Island Bridge,6/28/1991,451,91.92518677,OMR,C,74
Contra Costa PP Number 01,8/23/1994,703,91.93258472,OMR,C,60
Old River near Rock Slough,9/2/1959,644,91.96611223,OMR,BN,69
Old River near Rock Slough,9/2/1959,621,91.96611223,OMR,BN,68
Contra Costa PP Number 01,8/19/1992,904,92.0935494,OMR,C,60
Middle River at Bacon Island Bridge,8/19/1992,484,92.0935494,OMR,C,59
Rock Slough @ Old River,8/19/1992,901,92.0935494,OMR,C,57
Old River North of Rock Slough (St 4b),8/19/1992,915,92.0935494,OMR,C,57
Little Connection Sl. @ Empire Tr.,8/19/1992,163,92.0935494,SJRcorridor,C,52
Grant Ln Can @ Tracy Rd Bdg,8/19/1992,1080,92.0935494,SouthDelta,C,142
Old River nr Tracy,8/19/1992,1160,92.0935494,SouthDelta,C,116
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,92.0935494,SouthDelta,C,85
Contra Costa PP Number 01,6/23/1992,885,92.2794422,OMR,C,73
Middle River @ Union Point - P10A,12/1/2009,320,92.29828513,OMR,BN,64
Middle River @ Union Point - P10A,12/1/2009,320,92.29828513,SouthDelta,BN,64
Middle River @ Union Point - P10A,1/6/2014,601,92.33233742,OMR,C,72
Middle River @ Union Point - P10A,1/6/2014,601,92.33233742,SouthDelta,C,72
Contra Costa PP Number 01,5/19/1992,451,92.35936602,OMR,C,81
Contra Costa PP Number 01,9/20/1994,935,92.37559029,OMR,C,72
Contra Costa PP Number 01,9/22/1992,882,92.38888101,OMR,C,67
Contra Costa PP Number 01,7/22/1992,905,92.3938467,OMR,C,65
Middle River at Bacon Island Bridge,7/22/1992,527,92.3938467,OMR,C,61
Rock Slough @ Old River,7/22/1992,899,92.3938467,OMR,C,61
Old River North of Rock Slough (St 4b),7/22/1992,909,92.3938467,OMR,C,60
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,92.3938467,SJRcorridor,C,118
Little Connection Sl. @ Empire Tr.,7/22/1992,179,92.3938467,SJRcorridor,C,51
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,92.3938467,SouthDelta,C,139
Old River nr Tracy,7/22/1992,1120,92.3938467,SouthDelta,C,116
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,92.3938467,SouthDelta,C,95
Middle River @ Union Point - P10A,11/3/2014,613,92.39401068,OMR,C,80
Middle River @ Union Point - P10A,11/3/2014,613,92.39401068,SouthDelta,C,80
Contra Costa PP Number 01,10/7/1992,900,92.45317986,OMR,AN,76
Middle River at Bacon Island Bridge,10/7/1992,522,92.45317986,OMR,AN,74
Old River North of Rock Slough (St 4b),10/7/1992,835,92.45317986,OMR,AN,72
Rock Slough @ Old River,10/7/1992,849,92.45317986,OMR,AN,72
San Joaquin River @ Mossdale Bridge - C7A,10/7/1992,944,92.45317986,SJRcorridor,AN,145
Little Connection Sl. @ Empire Tr.,10/7/1992,232,92.45317986,SJRcorridor,AN,66
Old River nr Tracy,10/7/1992,974,92.45317986,SouthDelta,AN,135
Grant Ln Can @ Tracy Rd Bdg,10/7/1992,881,92.45317986,SouthDelta,AN,124
Grant Line/Fabian/Bell Canals nr Old R.,10/7/1992,684,92.45317986,SouthDelta,AN,79
Old River @ Middle River,12/22/2008,900,92.48009562,SouthDelta,D,121
Contra Costa PP Number 01,9/11/1991,782,92.53683095,OMR,C,67
Clifton Court Intake,6/4/1992,569,92.61021102,OMR,C,82
Contra Costa PP Number 01,11/9/1994,988,92.63852791,OMR,W,72
Contra Costa PP Number 01,1/23/1992,732,92.69366513,OMR,C,71
Middle River at Bacon Island Bridge,1/23/1992,455,92.69366513,OMR,C,70
Rock Slough @ Old River,1/23/1992,792,92.69366513,OMR,C,68
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,92.69366513,SJRcorridor,C,135
Little Connection Sl. @ Empire Tr.,1/23/1992,247,92.69366513,SJRcorridor,C,76
Old River nr Tracy,1/23/1992,1150,92.69366513,SouthDelta,C,142
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,92.69366513,SouthDelta,C,134
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,92.69366513,SouthDelta,C,71
San Joaquin River @ Mossdale Bridge - C7A,12/12/2009,789,92.72553683,SJRcorridor,BN,112
SAN JOAQUIN R A BRANDT BR        ,12/12/2009,766,92.72553683,SJRcorridor,BN,113
Middle River at Bacon Island Bridge,9/10/1991,323,92.73110822,OMR,C,63
Clifton Court Intake,9/10/1991,469,92.73110822,OMR,C,62
Middle River at Bacon Island Bridge,10/20/1994,464,92.73586707,OMR,W,81
Clifton Court Intake,10/20/1994,451,92.73586707,OMR,W,76
Rock Slough @ Old River,10/20/1994,636,92.73586707,OMR,W,70
Contra Costa PP Number 01,12/2/2008,574,92.75840841,OMR,D,90
Middle River @ Union Point - P10A,12/2/2008,511,92.75840841,OMR,D,77
Middle River @ Union Point - P10A,12/2/2008,511,92.75840841,SouthDelta,D,77
Contra Costa PP Number 01,11/6/2001,898,92.77803114,OMR,D,93
Middle River at Bacon Island Bridge,7/24/1991,404,92.78926842,OMR,C,68
Old River North of Rock Slough (St 4b),7/24/1991,595,92.78926842,OMR,C,67
Rock Slough @ Old River,7/24/1991,596,92.78926842,OMR,C,67
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,92.78926842,SJRcorridor,C,129
Little Connection Sl. @ Empire Tr.,7/24/1991,275,92.78926842,SJRcorridor,C,60
Old River nr Tracy,7/24/1991,1110,92.78926842,SouthDelta,C,145
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,92.78926842,SouthDelta,C,127
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,92.78926842,SouthDelta,C,72
Middle R @ Tracy Rd Bdg,7/24/1991,454,92.78926842,SouthDelta,C,72
Contra Costa PP Number 01,6/24/1991,705,92.83977948,OMR,C,78
Clifton Court Intake,9/24/1992,717,92.85385013,OMR,C,68
Middle River at Bacon Island Bridge,9/24/1992,458,92.85385013,OMR,C,66
P8 - San Joaquin River @ Buckley Cove,11/10/1976,1075,92.93277,SJRcorridor,C,153
Contra Costa PP Number 01,12/3/2002,850,93.0185482,OMR,AN,98
Contra Costa PP Number 01,11/3/2008,642,93.02142734,OMR,D,82
Middle River @ Union Point - P10A,11/3/2008,443,93.02142734,OMR,D,76
Middle River @ Union Point - P10A,11/3/2008,443,93.02142734,SouthDelta,D,76
Clifton Court Intake,6/25/1991,607,93.04612539,OMR,C,80
P8 - San Joaquin River @ Buckley Cove,3/10/1977,791,93.08331717,SJRcorridor,C,94
Middle River at Bacon Island Bridge,12/11/1990,542,93.08539402,OMR,C,76
Clifton Court Intake,12/11/1990,853,93.08539402,OMR,C,73
P8 - San Joaquin River @ Buckley Cove,2/23/1977,942,93.09831658,SJRcorridor,C,113
P8 - San Joaquin River @ Buckley Cove,3/28/1977,792,93.2301192,SJRcorridor,C,98
Middle River @ Union Point - P10A,6/1/2015,697,93.2549537,OMR,C,87
Middle River @ Union Point - P10A,6/1/2015,697,93.2549537,SouthDelta,C,87
Middle River @ Union Point - P10A,12/2/2013,507,93.39492499,OMR,C,68
Middle River @ Union Point - P10A,12/2/2013,507,93.39492499,SouthDelta,C,68
Middle River at Bacon Island Bridge,11/21/1991,547,93.42904814,OMR,C,70
Clifton Court Intake,11/21/1991,688,93.42904814,OMR,C,65
Old River near Rock Slough,8/18/1959,937,93.54824528,OMR,BN,66
Old River near Rock Slough,8/18/1959,1000,93.54824528,OMR,BN,64
Middle River @ Union Point - P10A,6/2/2014,436,93.56618111,OMR,C,74
Middle River @ Union Point - P10A,6/2/2014,436,93.56618111,SouthDelta,C,74
P8 - San Joaquin River @ Buckley Cove,5/10/1977,686,93.59917768,SJRcorridor,C,86
Middle River @ Union Point - P10A,12/1/2014,542,93.6049299,OMR,C,73
Middle River @ Union Point - P10A,12/1/2014,542,93.6049299,SouthDelta,C,73
P8 - San Joaquin River @ Buckley Cove,4/12/1977,726,93.62243221,SJRcorridor,C,89
Contra Costa PP Number 01,11/19/1991,836,93.6335894,OMR,C,68
Middle River at Bacon Island Bridge,11/19/1992,607,93.66767375,OMR,AN,76
Clifton Court Intake,11/19/1992,737,93.66767375,OMR,AN,76
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,93.85276614,SouthDelta,D,143
Grant Line Canal @ Tracy Blvd,12/11/2008,898,93.85276614,SouthDelta,D,122
P8 - San Joaquin River @ Buckley Cove,5/25/1977,685,93.86880732,SJRcorridor,C,90
Middle River @ Union Point - P10A,11/2/2015,675,93.88533024,OMR,BN,78
Middle River @ Union Point - P10A,11/2/2015,675,93.88533024,SouthDelta,BN,78
Middle River at Bacon Island Bridge,11/13/1990,625,93.89378554,OMR,C,87
Clifton Court Intake,11/13/1990,689,93.89378554,OMR,C,78
Middle River @ Union Point - P10A,2/3/2014,774,93.92384943,OMR,C,81
Middle River @ Union Point - P10A,2/3/2014,774,93.92384943,SouthDelta,C,81
Middle River at Bacon Island Bridge,10/24/1990,585,94.04183083,OMR,C,86
Old River North of Rock Slough (St 4b),10/24/1990,921,94.04183083,OMR,C,75
Rock Slough @ Old River,10/24/1990,960,94.04183083,OMR,C,75
Little Connection Sl. @ Empire Tr.,10/24/1990,191,94.04183083,SJRcorridor,C,60
San Joaquin River @ Mossdale Bridge - C7A,10/24/1990,739,94.04183083,SJRcorridor,C,108
Old River nr Tracy,10/24/1990,1140,94.04183083,SouthDelta,C,158
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,94.04183083,SouthDelta,C,142
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,94.04183083,SouthDelta,C,82
Clifton Court Intake,1/31/1991,731,94.0793962,OMR,C,76
Middle River @ Union Point - P10A,5/4/2015,568,94.17154572,OMR,C,90
Middle River @ Union Point - P10A,5/4/2015,568,94.17154572,SouthDelta,C,90
Contra Costa PP Number 01,10/23/1991,585,94.27657666,OMR,C,69
Middle River at Bacon Island Bridge,10/23/1991,365,94.27657666,OMR,C,67
Rock Slough @ Old River,10/23/1991,637,94.27657666,OMR,C,65
Old River North of Rock Slough (St 4b),10/23/1991,665,94.27657666,OMR,C,65
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,94.27657666,SJRcorridor,C,118
Little Connection Sl. @ Empire Tr.,10/23/1991,160,94.27657666,SJRcorridor,C,53
Old River nr Tracy,10/23/1991,1220,94.27657666,SouthDelta,C,173
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,94.27657666,SouthDelta,C,146
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,94.27657666,SouthDelta,C,71
Contra Costa PP Number 01,12/9/1991,988,94.2937316,OMR,C,67
Old River near Rock Slough,7/7/1959,716,94.29889644,OMR,BN,74
Old River near Rock Slough,7/7/1959,749,94.29889644,OMR,BN,73
P8 - San Joaquin River @ Buckley Cove,9/20/1977,667,94.30759826,SJRcorridor,C,86
Middle River at Bacon Island Bridge,2/26/1991,610,94.34149831,OMR,C,77
Clifton Court Intake,12/11/1991,810,94.35994762,OMR,C,81
Middle River at Bacon Island Bridge,12/11/1991,609,94.35994762,OMR,C,67
Clifton Court Intake,10/23/1990,710,94.64630634,OMR,C,82
P8 - San Joaquin River @ Buckley Cove,8/9/1977,685,94.66206153,SJRcorridor,C,71
Contra Costa PP Number 01,1/8/2001,1030,94.68792213,OMR,D,91
P8 - San Joaquin River @ Buckley Cove,4/26/1977,658,94.7314341,SJRcorridor,C,87
Middle River @ Union Point - P10A,9/9/2015,581,94.75346141,OMR,C,68
Middle River @ Union Point - P10A,9/9/2015,581,94.75346141,SouthDelta,C,68
Middle River @ Union Point - P10A,10/6/2014,503,94.77701545,OMR,C,79
Middle River @ Union Point - P10A,10/6/2014,503,94.77701545,SouthDelta,C,79
Contra Costa PP Number 01,11/17/1992,943,94.87189975,OMR,AN,74
Middle River at Bacon Island Bridge,1/29/1991,532,94.90599798,OMR,C,74
Rock Slough @ Old River,1/29/1991,897,94.90599798,OMR,C,73
Old River North of Rock Slough (St 4b),1/29/1991,878,94.90599798,OMR,C,71
Little Connection Sl. @ Empire Tr.,1/29/1991,344,94.90599798,SJRcorridor,C,81
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,94.90599798,SJRcorridor,C,135
Old River nr Tracy,1/29/1991,1320,94.90599798,SouthDelta,C,157
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,94.90599798,SouthDelta,C,143
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,94.90599798,SouthDelta,C,79
Middle River @ Union Point - P10A,12/7/2015,710,94.9140377,OMR,BN,78
Middle River @ Union Point - P10A,12/7/2015,710,94.9140377,SouthDelta,BN,78
Middle River @ Union Point - P10A,10/5/2015,616,94.93479848,OMR,BN,77
Middle River @ Union Point - P10A,10/5/2015,616,94.93479848,SouthDelta,BN,77
Clifton Court Intake,2/27/1991,840,95.15255136,OMR,C,78
P8 - San Joaquin River @ Buckley Cove,10/4/1977,766,95.16189775,SJRcorridor,AN,109
P8 - San Joaquin River @ Buckley Cove,8/22/1977,703,95.22599302,SJRcorridor,C,77
Middle River @ Union Point - P10A,8/3/2015,648,95.38511805,OMR,C,70
Middle River @ Union Point - P10A,8/3/2015,648,95.38511805,SouthDelta,C,70
P8 - San Joaquin River @ Buckley Cove,6/23/1977,610,95.42512283,SJRcorridor,C,75
Clifton Court Intake,12/10/1992,875,95.44056579,OMR,AN,107
Middle River at Bacon Island Bridge,12/10/1992,686,95.44056579,OMR,AN,73
Middle River @ Union Point - P10A,7/6/2015,667,95.81957478,OMR,C,75
Middle River @ Union Point - P10A,7/6/2015,667,95.81957478,SouthDelta,C,75
Old River near Rock Slough,7/21/1959,1320,95.92495125,OMR,BN,69
Old River near Rock Slough,7/21/1959,1740,95.92495125,OMR,BN,67
P8 - San Joaquin River @ Buckley Cove,6/6/1977,617,96.28690157,SJRcorridor,C,84
P8 - San Joaquin River @ Buckley Cove,11/15/1977,1410,96.41856401,SJRcorridor,AN,198
Contra Costa PP Number 01,12/8/1992,933,96.70881536,OMR,AN,75
P8 - San Joaquin River @ Buckley Cove,12/16/1977,1140,97.47276004,SJRcorridor,AN,142
P8 - San Joaquin River @ Buckley Cove,9/2/1977,676,97.63934042,SJRcorridor,C,77
