Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,Br
Rock Slough @ Old River,1/24/1990,962,79.66720736,OMR,C,0.69
Clifton Court Intake,2/21/1990,472,80.12996718,OMR,C,0.26
Rock Slough @ Old River,2/23/1990,598,83.08252588,OMR,C,0.37
Clifton Court Intake,3/20/1990,404,85.09103604,OMR,C,0.22
Rock Slough @ Old River,3/20/1990,548,85.09103604,OMR,C,0.34
Rock Slough @ Old River,4/25/1990,864,87.22990049,OMR,C,0.66
Clifton Court Intake,5/23/1990,654,90.30188297,OMR,C,0.34
Rock Slough @ Old River,5/23/1990,660,90.30188297,OMR,C,0.42
Rock Slough @ Old River,6/26/1990,377,87.03302324,OMR,C,0.2
Clifton Court Intake,6/27/1990,786,84.4854239,OMR,C,0.24
Middle River at Bacon Island Bridge,7/9/1990,330,87.6328401,OMR,C,0.16
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1990,367,87.75334412,SouthDelta,C,0.19
Old River North of Rock Slough (St 4b),7/10/1990,408,87.75334412,OMR,C,0.25
Rock Slough @ Old River,7/10/1990,449,87.75334412,OMR,C,0.28
Middle River at Bacon Island Bridge,7/16/1990,303,85.00509504,OMR,C,0.16
Rock Slough @ Old River,7/16/1990,441,85.00509504,OMR,C,0.32
Old River North of Rock Slough (St 4b),7/16/1990,450,85.00509504,OMR,C,0.34
Grant Line/Fabian/Bell Canals nr Old R.,7/16/1990,777,85.00509504,SouthDelta,C,0.43
Clifton Court Intake,7/25/1990,457,87.85147172,OMR,C,0.31
Little Connection Sl. @ Empire Tr.,7/26/1990,160,86.56430395,SJRcorridor,C,0.03
Middle River at Bacon Island Bridge,7/26/1990,286,86.56430395,OMR,C,0.14
Grant Line/Fabian/Bell Canals nr Old R.,7/26/1990,396,86.56430395,SouthDelta,C,0.3
Old River North of Rock Slough (St 4b),7/26/1990,524,86.56430395,OMR,C,0.44
Rock Slough @ Old River,7/26/1990,572,86.56430395,OMR,C,0.48
Grant Ln Can @ Tracy Rd Bdg,7/26/1990,843,86.56430395,SouthDelta,C,0.38
San Joaquin River @ Mossdale Bridge - C7A,7/26/1990,853,86.56430395,SJRcorridor,C,0.43
Old River nr Tracy,7/26/1990,916,86.56430395,SouthDelta,C,0.43
Middle River at Bacon Island Bridge,7/30/1990,281,85.42890232,OMR,C,0.15
Old River North of Rock Slough (St 4b),7/31/1990,533,85.26138636,OMR,C,0.4
Rock Slough @ Old River,7/31/1990,547,85.26138636,OMR,C,0.4
Grant Line/Fabian/Bell Canals nr Old R.,7/31/1990,828,85.26138636,SouthDelta,C,0.43
Middle River at Bacon Island Bridge,8/6/1990,458,86.53798294,OMR,C,0.3
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1990,482,84.4251127,SouthDelta,C,0.31
Old River North of Rock Slough (St 4b),8/7/1990,595,84.4251127,OMR,C,0.53
Rock Slough @ Old River,8/7/1990,635,84.4251127,OMR,C,0.49
Middle River at Bacon Island Bridge,8/13/1990,296,82.37363354,OMR,C,0.18
Old River North of Rock Slough (St 4b),8/13/1990,504,82.37363354,OMR,C,0.39
Rock Slough @ Old River,8/13/1990,508,82.37363354,OMR,C,0.39
Grant Line/Fabian/Bell Canals nr Old R.,8/13/1990,672,82.37363354,SouthDelta,C,0.37
Clifton Court Intake,8/21/1990,397,82.94560259,OMR,C,0.28
Little Connection Sl. @ Empire Tr.,8/22/1990,178,83.47764088,SJRcorridor,C,0.04
Middle River at Bacon Island Bridge,8/22/1990,269,83.47764088,OMR,C,0.16
Old River North of Rock Slough (St 4b),8/22/1990,463,83.47764088,OMR,C,0.34
Rock Slough @ Old River,8/22/1990,477,83.47764088,OMR,C,0.36
Grant Line/Fabian/Bell Canals nr Old R.,8/22/1990,652,83.47764088,SouthDelta,C,0.38
Grant Ln Can @ Tracy Rd Bdg,8/22/1990,735,83.47764088,SouthDelta,C,0.48
San Joaquin River @ Mossdale Bridge - C7A,8/22/1990,738,83.47764088,SJRcorridor,C,0.44
Old River nr Tracy,8/22/1990,857,83.47764088,SouthDelta,C,0.55
Middle River at Bacon Island Bridge,8/27/1990,267,83.52017111,OMR,C,0.15
Rock Slough @ Old River,8/28/1990,461,84.07314596,OMR,C,0.39
Old River North of Rock Slough (St 4b),8/28/1990,464,84.07314596,OMR,C,0.36
Grant Line/Fabian/Bell Canals nr Old R.,8/28/1990,644,84.07314596,SouthDelta,C,0.41
Middle River at Bacon Island Bridge,9/4/1990,293,85.84737194,OMR,C,0.16
Old River North of Rock Slough (St 4b),9/5/1990,474,86.59648732,OMR,C,0.36
Rock Slough @ Old River,9/5/1990,483,86.59648732,OMR,C,0.35
Grant Line/Fabian/Bell Canals nr Old R.,9/5/1990,816,86.59648732,SouthDelta,C,0.5
Middle River at Bacon Island Bridge,9/10/1990,302,83.68375569,OMR,C,0.18
Grant Line/Fabian/Bell Canals nr Old R.,9/11/1990,397,86.1336185,SouthDelta,C,0.26
Rock Slough @ Old River,9/11/1990,510,86.1336185,OMR,C,0.44
Old River North of Rock Slough (St 4b),9/11/1990,527,86.1336185,OMR,C,0.47
Grant Line/Fabian/Bell Canals nr Old R.,9/17/1990,422,85.19881494,SouthDelta,C,0.28
Old River North of Rock Slough (St 4b),9/17/1990,544,85.19881494,OMR,C,0.45
Rock Slough @ Old River,9/17/1990,548,85.19881494,OMR,C,0.47
Middle River at Bacon Island Bridge,9/18/1990,327,87.49634818,OMR,C,0.2
Middle River at Bacon Island Bridge,9/24/1990,368,90.82305445,OMR,C,0.21
Clifton Court Intake,9/24/1990,504,90.82305445,OMR,C,0.41
Grant Line/Fabian/Bell Canals nr Old R.,9/25/1990,447,91.8739207,SouthDelta,C,0.33
Old River North of Rock Slough (St 4b),9/25/1990,573,91.8739207,OMR,C,0.46
Rock Slough @ Old River,9/25/1990,583,91.8739207,OMR,C,0.49
Grant Line/Fabian/Bell Canals nr Old R.,10/1/1990,595,91.47315676,SouthDelta,C,0.38
Old River North of Rock Slough (St 4b),10/1/1990,613,91.47315676,OMR,C,0.51
Rock Slough @ Old River,10/1/1990,618,91.47315676,OMR,C,0.53
Middle River at Bacon Island Bridge,10/2/1990,437,92.40360011,OMR,C,0.25
Contra Costa PP Number 01,10/2/1990,625,92.40360011,OMR,C,0.51
Middle River at Bacon Island Bridge,10/10/1990,481,93.96433834,OMR,C,0.26
Grant Line/Fabian/Bell Canals nr Old R.,10/11/1990,631,94.23950241,SouthDelta,C,0.39
Rock Slough @ Old River,10/11/1990,816,94.23950241,OMR,C,0.7
Old River North of Rock Slough (St 4b),10/11/1990,836,94.23950241,OMR,C,0.74
Middle River at Bacon Island Bridge,10/16/1990,542,94.0236734,OMR,C,0.35
Grant Line/Fabian/Bell Canals nr Old R.,10/17/1990,761,93.81403956,SouthDelta,C,0.45
Rock Slough @ Old River,10/17/1990,847,93.81403956,OMR,C,0.69
Old River North of Rock Slough (St 4b),10/17/1990,863,93.81403956,OMR,C,0.67
Clifton Court Intake,10/23/1990,710,94.64630634,OMR,C,0.52
Little Connection Sl. @ Empire Tr.,10/24/1990,191,94.04183083,SJRcorridor,C,0.04
Middle River at Bacon Island Bridge,10/24/1990,585,94.04183083,OMR,C,0.39
Grant Line/Fabian/Bell Canals nr Old R.,10/24/1990,703,94.04183083,SouthDelta,C,0.49
San Joaquin River @ Mossdale Bridge - C7A,10/24/1990,739,94.04183083,SJRcorridor,C,0.37
Old River North of Rock Slough (St 4b),10/24/1990,921,94.04183083,OMR,C,0.76
Rock Slough @ Old River,10/24/1990,960,94.04183083,OMR,C,0.77
Grant Ln Can @ Tracy Rd Bdg,10/24/1990,1030,94.04183083,SouthDelta,C,0.51
Old River nr Tracy,10/24/1990,1140,94.04183083,SouthDelta,C,0.59
Middle River at Bacon Island Bridge,10/30/1990,656,93.26510574,OMR,C,0.38
Grant Line/Fabian/Bell Canals nr Old R.,10/31/1990,817,92.89347904,SouthDelta,C,0.53
Rock Slough @ Old River,10/31/1990,828,92.89347904,OMR,C,0.68
Old River North of Rock Slough (St 4b),10/31/1990,832,92.89347904,OMR,C,0.66
Middle River at Bacon Island Bridge,11/13/1990,625,93.89378554,OMR,C,0.32
Grant Line/Fabian/Bell Canals nr Old R.,11/14/1990,715,93.90716742,SouthDelta,C,0.44
Rock Slough @ Old River,11/14/1990,848,93.90716742,OMR,C,0.64
Old River North of Rock Slough (St 4b),11/14/1990,859,93.90716742,OMR,C,0.67
Middle River at Bacon Island Bridge,11/27/1990,618,93.19458317,OMR,C,0.35
Grant Line/Fabian/Bell Canals nr Old R.,11/28/1990,829,92.60675328,SouthDelta,C,0.43
Rock Slough @ Old River,11/28/1990,949,92.60675328,OMR,C,0.77
Old River North of Rock Slough (St 4b),11/28/1990,959,92.60675328,OMR,C,0.79
Middle River at Bacon Island Bridge,12/11/1990,542,93.08539402,OMR,C,0.3
Clifton Court Intake,12/11/1990,853,93.08539402,OMR,C,0.63
Grant Line/Fabian/Bell Canals nr Old R.,12/12/1990,781,93.02603777,SouthDelta,C,0.55
Old River North of Rock Slough (St 4b),12/12/1990,1060,93.02603777,OMR,C,0.88
Rock Slough @ Old River,12/12/1990,1100,93.02603777,OMR,C,0.91
Middle River at Bacon Island Bridge,1/2/1991,536,93.51732212,OMR,C,0.3
Old River North of Rock Slough (St 4b),1/2/1991,880,93.51732212,OMR,C,0.7
Rock Slough @ Old River,1/2/1991,907,93.51732212,OMR,C,0.73
Grant Line/Fabian/Bell Canals nr Old R.,1/2/1991,1100,93.51732212,SouthDelta,C,0.53
Middle River at Bacon Island Bridge,1/15/1991,501,92.72130445,OMR,C,0.26
Old River North of Rock Slough (St 4b),1/16/1991,861,92.74078739,OMR,C,0.68
Rock Slough @ Old River,1/16/1991,862,92.74078739,OMR,C,0.68
Grant Line/Fabian/Bell Canals nr Old R.,1/16/1991,1150,92.74078739,SouthDelta,C,0.53
Little Connection Sl. @ Empire Tr.,1/29/1991,344,94.90599798,SJRcorridor,C,0.11
Middle River at Bacon Island Bridge,1/29/1991,532,94.90599798,OMR,C,0.29
Grant Line/Fabian/Bell Canals nr Old R.,1/29/1991,700,94.90599798,SouthDelta,C,0.49
Old River North of Rock Slough (St 4b),1/29/1991,878,94.90599798,OMR,C,0.72
Rock Slough @ Old River,1/29/1991,897,94.90599798,OMR,C,0.74
San Joaquin River @ Mossdale Bridge - C7A,1/29/1991,1100,94.90599798,SJRcorridor,C,0.58
Grant Ln Can @ Tracy Rd Bdg,1/29/1991,1240,94.90599798,SouthDelta,C,0.62
Old River nr Tracy,1/29/1991,1320,94.90599798,SouthDelta,C,0.66
Clifton Court Intake,1/31/1991,731,94.0793962,OMR,C,0.45
Middle River at Bacon Island Bridge,2/13/1991,557,94.27904419,OMR,C,0.37
Rock Slough @ Old River,2/14/1991,1070,93.77396204,OMR,C,0.88
Grant Line/Fabian/Bell Canals nr Old R.,2/14/1991,1080,93.77396204,SouthDelta,C,0.54
Old River North of Rock Slough (St 4b),2/14/1991,1090,93.77396204,OMR,C,0.91
Grant Line/Fabian/Bell Canals nr Old R.,2/25/1991,840,94.18554964,SouthDelta,C,0.6
Old River North of Rock Slough (St 4b),2/25/1991,1080,94.18554964,OMR,C,0.89
Rock Slough @ Old River,2/25/1991,1080,94.18554964,OMR,C,0.88
Middle River at Bacon Island Bridge,2/26/1991,610,94.34149831,OMR,C,0.42
Clifton Court Intake,2/27/1991,840,95.15255136,OMR,C,0.63
Middle River at Bacon Island Bridge,3/11/1991,514,78.62871498,OMR,C,0.3
Old River North of Rock Slough (St 4b),3/12/1991,779,78.72735886,OMR,C,0.6
Rock Slough @ Old River,3/12/1991,859,78.72735886,OMR,C,0.65
Grant Line/Fabian/Bell Canals nr Old R.,3/12/1991,1210,78.72735886,SouthDelta,C,0.55
Middle River at Bacon Island Bridge,3/25/1991,469,72.32639176,OMR,C,0.26
Old River North of Rock Slough (St 4b),3/26/1991,549,72.01442228,OMR,C,0.35
Rock Slough @ Old River,3/26/1991,567,72.01442228,OMR,C,0.36
Grant Line/Fabian/Bell Canals nr Old R.,3/26/1991,698,72.01442228,SouthDelta,C,0.23
Clifton Court Intake,3/27/1991,548,71.68911216,OMR,C,0.34
Middle River at Bacon Island Bridge,4/9/1991,306,70.47185036,OMR,C,0.13
Old River North of Rock Slough (St 4b),4/9/1991,320,70.47185036,OMR,C,0.14
Rock Slough @ Old River,4/9/1991,323,70.47185036,OMR,C,0.16
Grant Line/Fabian/Bell Canals nr Old R.,4/9/1991,666,70.47185036,SouthDelta,C,0.26
Little Connection Sl. @ Empire Tr.,4/23/1991,251,85.01362795,SJRcorridor,C,0.08
Middle River at Bacon Island Bridge,4/23/1991,294,85.01362795,OMR,C,0.11
San Joaquin River @ Mossdale Bridge - C7A,4/23/1991,1330,85.01362795,SJRcorridor,C,0.6
Grant Ln Can @ Tracy Rd Bdg,4/23/1991,1360,85.01362795,SouthDelta,C,0.7
Old River nr Tracy,4/23/1991,1510,85.01362795,SouthDelta,C,0.78
Clifton Court Intake,4/24/1991,792,86.48122671,OMR,C,0.32
Middle River at Bacon Island Bridge,5/21/1991,359,91.14886705,OMR,C,0.14
Clifton Court Intake,5/21/1991,527,91.14886705,OMR,C,0.24
Contra Costa PP Number 01,5/21/1991,537,91.14886705,OMR,C,0.27
Grant Line/Fabian/Bell Canals nr Old R.,5/22/1991,479,90.63835999,SouthDelta,C,0.2
Rock Slough @ Old River,5/22/1991,596,90.63835999,OMR,C,0.36
Old River North of Rock Slough (St 4b),5/22/1991,613,90.63835999,OMR,C,0.38
Middle River at Bacon Island Bridge,6/11/1991,468,92.37007644,OMR,C,0.26
Grant Line/Fabian/Bell Canals nr Old R.,6/13/1991,575,92.96709129,SouthDelta,C,0.37
Rock Slough @ Old River,6/13/1991,713,92.96709129,OMR,C,0.57
Old River North of Rock Slough (St 4b),6/13/1991,719,92.96709129,OMR,C,0.58
Contra Costa PP Number 01,6/24/1991,705,92.83977948,OMR,C,0.47
Clifton Court Intake,6/25/1991,607,93.04612539,OMR,C,0.36
Grant Line/Fabian/Bell Canals nr Old R.,6/26/1991,636,92.70986559,SouthDelta,C,0.4
Old River North of Rock Slough (St 4b),6/26/1991,639,92.70986559,OMR,C,0.46
Rock Slough @ Old River,6/26/1991,647,92.70986559,OMR,C,0.47
Middle River at Bacon Island Bridge,6/28/1991,451,91.92518677,OMR,C,0.23
Middle River at Bacon Island Bridge,7/8/1991,414,90.66370954,OMR,C,0.21
Grant Line/Fabian/Bell Canals nr Old R.,7/10/1991,564,92.07471565,SouthDelta,C,0.36
Rock Slough @ Old River,7/10/1991,630,92.07471565,OMR,C,0.52
Old River North of Rock Slough (St 4b),7/10/1991,648,92.07471565,OMR,C,0.53
Clifton Court Intake,7/23/1991,528,91.47785985,OMR,C,0.3
Little Connection Sl. @ Empire Tr.,7/24/1991,275,92.78926842,SJRcorridor,C,0.13
Middle River at Bacon Island Bridge,7/24/1991,404,92.78926842,OMR,C,0.22
Middle R @ Tracy Rd Bdg,7/24/1991,454,92.78926842,SouthDelta,C,0.27
Grant Line/Fabian/Bell Canals nr Old R.,7/24/1991,511,92.78926842,SouthDelta,C,0.36
Old River North of Rock Slough (St 4b),7/24/1991,595,92.78926842,OMR,C,0.49
Rock Slough @ Old River,7/24/1991,596,92.78926842,OMR,C,0.48
San Joaquin River @ Mossdale Bridge - C7A,7/24/1991,962,92.78926842,SJRcorridor,C,0.49
Grant Ln Can @ Tracy Rd Bdg,7/24/1991,974,92.78926842,SouthDelta,C,0.52
Old River nr Tracy,7/24/1991,1110,92.78926842,SouthDelta,C,0.59
Middle River at Bacon Island Bridge,8/5/1991,415,91.32485805,OMR,C,0.23
Grant Line/Fabian/Bell Canals nr Old R.,8/7/1991,536,92.52821793,SouthDelta,C,0.36
Old River North of Rock Slough (St 4b),8/7/1991,539,92.52821793,OMR,C,0.42
Rock Slough @ Old River,8/7/1991,546,92.52821793,OMR,C,0.44
Little Connection Sl. @ Empire Tr.,8/21/1991,245,88.57096592,SJRcorridor,C,0.09
Middle River at Bacon Island Bridge,8/21/1991,347,88.57096592,OMR,C,0.22
Rock Slough @ Old River,8/21/1991,550,88.57096592,OMR,C,0.37
Old River North of Rock Slough (St 4b),8/21/1991,551,88.57096592,OMR,C,0.38
Contra Costa PP Number 01,8/21/1991,699,88.57096592,OMR,C,0.45
Grant Line/Fabian/Bell Canals nr Old R.,8/21/1991,840,88.57096592,SouthDelta,C,0.44
San Joaquin River @ Mossdale Bridge - C7A,8/21/1991,950,88.57096592,SJRcorridor,C,0.5
Grant Ln Can @ Tracy Rd Bdg,8/21/1991,1000,88.57096592,SouthDelta,C,0.55
Old River nr Tracy,8/21/1991,1140,88.57096592,SouthDelta,C,0.53
Middle River at Bacon Island Bridge,9/10/1991,323,92.73110822,OMR,C,0.2
Clifton Court Intake,9/10/1991,469,92.73110822,OMR,C,0.36
Contra Costa PP Number 01,9/11/1991,782,92.53683095,OMR,C,0.5
Grant Line/Fabian/Bell Canals nr Old R.,9/12/1991,423,88.08357466,SouthDelta,C,0.29
Old River North of Rock Slough (St 4b),9/12/1991,702,88.08357466,OMR,C,0.55
Rock Slough @ Old River,9/12/1991,722,88.08357466,OMR,C,0.58
Middle River at Bacon Island Bridge,9/24/1991,365,90.17385402,OMR,C,0.23
Grant Line/Fabian/Bell Canals nr Old R.,9/26/1991,457,89.13268814,SouthDelta,C,0.26
Old River North of Rock Slough (St 4b),9/26/1991,705,89.13268814,OMR,C,0.51
Rock Slough @ Old River,9/26/1991,741,89.13268814,OMR,C,0.56
Middle River at Bacon Island Bridge,10/8/1991,398,88.19157893,OMR,C,0.21
Grant Line/Fabian/Bell Canals nr Old R.,10/10/1991,430,88.47167384,SouthDelta,C,0.22
Rock Slough @ Old River,10/10/1991,554,88.47167384,OMR,C,0.36
Old River North of Rock Slough (St 4b),10/10/1991,563,88.47167384,OMR,C,0.34
Little Connection Sl. @ Empire Tr.,10/23/1991,160,94.27657666,SJRcorridor,C,0.03
Middle River at Bacon Island Bridge,10/23/1991,365,94.27657666,OMR,C,0.14
Grant Line/Fabian/Bell Canals nr Old R.,10/23/1991,463,94.27657666,SouthDelta,C,0.24
Contra Costa PP Number 01,10/23/1991,585,94.27657666,OMR,C,0.38
Rock Slough @ Old River,10/23/1991,637,94.27657666,OMR,C,0.43
Old River North of Rock Slough (St 4b),10/23/1991,665,94.27657666,OMR,C,0.47
San Joaquin River @ Mossdale Bridge - C7A,10/23/1991,727,94.27657666,SJRcorridor,C,0.34
Grant Ln Can @ Tracy Rd Bdg,10/23/1991,997,94.27657666,SouthDelta,C,0.05
Old River nr Tracy,10/23/1991,1220,94.27657666,SouthDelta,C,0.59
Contra Costa PP Number 01,11/19/1991,836,93.6335894,OMR,C,0.66
Middle River at Bacon Island Bridge,11/21/1991,547,93.42904814,OMR,C,0.31
Clifton Court Intake,11/21/1991,688,93.42904814,OMR,C,0.48
Contra Costa PP Number 01,12/9/1991,988,94.2937316,OMR,C,0.77
Middle River at Bacon Island Bridge,12/11/1991,609,94.35994762,OMR,C,0.34
Clifton Court Intake,12/11/1991,810,94.35994762,OMR,C,0.5
Grant Line/Fabian/Bell Canals nr Old R.,12/19/1991,909,95.49778406,SouthDelta,C,0.45
Old River North of Rock Slough (St 4b),12/19/1991,950,95.49778406,OMR,C,0.67
Rock Slough @ Old River,12/19/1991,967,95.49778406,OMR,C,0.74
Middle River at Bacon Island Bridge,1/7/1992,519,93.01508883,OMR,C,0.25
Little Connection Sl. @ Empire Tr.,1/23/1992,247,92.69366513,SJRcorridor,C,0.04
Middle River at Bacon Island Bridge,1/23/1992,455,92.69366513,OMR,C,0.2
Grant Line/Fabian/Bell Canals nr Old R.,1/23/1992,546,92.69366513,SouthDelta,C,0.27
Contra Costa PP Number 01,1/23/1992,732,92.69366513,OMR,C,0.46
Rock Slough @ Old River,1/23/1992,792,92.69366513,OMR,C,0.5
Old River North of Rock Slough (St 4b),1/23/1992,837,92.69366513,OMR,C,0.53
San Joaquin River @ Mossdale Bridge - C7A,1/23/1992,1080,92.69366513,SJRcorridor,C,0.44
Grant Ln Can @ Tracy Rd Bdg,1/23/1992,1100,92.69366513,SouthDelta,C,0.43
Old River nr Tracy,1/23/1992,1150,92.69366513,SouthDelta,C,0.48
Contra Costa PP Number 01,2/24/1992,793,66.71267132,OMR,C,0.45
Clifton Court Intake,2/25/1992,554,65.86224313,OMR,C,0.21
Old River North of Rock Slough (St 4b),3/11/1992,302,67.72093556,OMR,C,0.07
Rock Slough @ Old River,3/11/1992,318,67.72093556,OMR,C,0.08
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,67.72093556,SouthDelta,C,0.09
Contra Costa PP Number 01,3/24/1992,421,67.98576989,OMR,C,0.1
Middle River at Bacon Island Bridge,3/26/1992,290,68.43776556,OMR,C,0.06
Clifton Court Intake,3/26/1992,321,68.43776556,OMR,C,0.07
Middle River at Bacon Island Bridge,4/7/1992,297,81.84286737,OMR,C,0.06
Old River North of Rock Slough (St 4b),4/8/1992,327,79.86326901,OMR,C,0.08
Rock Slough @ Old River,4/8/1992,334,79.86326901,OMR,C,0.09
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,79.86326901,SouthDelta,C,0.08
Little Connection Sl. @ Empire Tr.,4/22/1992,231,77.19407905,SJRcorridor,C,0.04
Old River North of Rock Slough (St 4b),4/22/1992,325,77.19407905,OMR,C,0.08
Rock Slough @ Old River,4/22/1992,330,77.19407905,OMR,C,0.08
Middle River at Bacon Island Bridge,4/22/1992,335,77.19407905,OMR,C,0.07
Contra Costa PP Number 01,4/22/1992,362,77.19407905,OMR,C,0.08
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,77.19407905,SouthDelta,C,0.11
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,77.19407905,SJRcorridor,C,0.31
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,77.19407905,SouthDelta,C,0.32
Old River nr Tracy,4/22/1992,1110,77.19407905,SouthDelta,C,0.4
Old River North of Rock Slough (St 4b),5/5/1992,331,86.61933596,OMR,C,0.09
Rock Slough @ Old River,5/5/1992,337,86.61933596,OMR,C,0.1
Grant Line/Fabian/Bell Canals nr Old R.,5/5/1992,397,86.61933596,SouthDelta,C,0.1
Middle River at Bacon Island Bridge,5/7/1992,456,90.34949329,OMR,C,0.13
Contra Costa PP Number 01,5/19/1992,451,92.35936602,OMR,C,0.17
Middle River at Bacon Island Bridge,5/21/1992,458,91.77345049,OMR,C,0.16
Clifton Court Intake,5/21/1992,463,91.77345049,OMR,C,0.16
Clifton Court Intake,6/4/1992,569,92.61021102,OMR,C,0.25
Middle River at Bacon Island Bridge,6/9/1992,535,88.84783983,OMR,C,0.25
Grant Line/Fabian/Bell Canals nr Old R.,6/11/1992,686,90.14218042,SouthDelta,C,0.37
Old River North of Rock Slough (St 4b),6/11/1992,934,90.14218042,OMR,C,0.59
Rock Slough @ Old River,6/11/1992,947,90.14218042,OMR,C,0.62
Contra Costa PP Number 01,6/23/1992,885,92.2794422,OMR,C,0.62
Middle River at Bacon Island Bridge,6/25/1992,564,90.85817896,OMR,C,0.33
Clifton Court Intake,6/25/1992,724,90.85817896,OMR,C,0.47
Grant Line/Fabian/Bell Canals nr Old R.,7/9/1992,724,91.63677332,SouthDelta,C,0.48
Old River North of Rock Slough (St 4b),7/9/1992,795,91.63677332,OMR,C,0.6
Rock Slough @ Old River,7/9/1992,812,91.63677332,OMR,C,0.63
Little Connection Sl. @ Empire Tr.,7/22/1992,179,92.3938467,SJRcorridor,C,0.06
Middle River at Bacon Island Bridge,7/22/1992,527,92.3938467,OMR,C,0.36
Rock Slough @ Old River,7/22/1992,899,92.3938467,OMR,C,0.73
Grant Line/Fabian/Bell Canals nr Old R.,7/22/1992,900,92.3938467,SouthDelta,C,0.48
Contra Costa PP Number 01,7/22/1992,905,92.3938467,OMR,C,0.68
Old River North of Rock Slough (St 4b),7/22/1992,909,92.3938467,OMR,C,0.75
San Joaquin River @ Mossdale Bridge - C7A,7/22/1992,979,92.3938467,SJRcorridor,C,0.57
Grant Ln Can @ Tracy Rd Bdg,7/22/1992,1100,92.3938467,SouthDelta,C,0.64
Old River nr Tracy,7/22/1992,1120,92.3938467,SouthDelta,C,0.63
Middle River at Bacon Island Bridge,8/4/1992,571,93.425676,OMR,C,0.39
Old River North of Rock Slough (St 4b),8/6/1992,840,92.5804813,OMR,C,0.66
Rock Slough @ Old River,8/6/1992,878,92.5804813,OMR,C,0.69
Little Connection Sl. @ Empire Tr.,8/19/1992,163,92.0935494,SJRcorridor,C,0.03
Middle River at Bacon Island Bridge,8/19/1992,484,92.0935494,OMR,C,0.3
Grant Line/Fabian/Bell Canals nr Old R.,8/19/1992,822,92.0935494,SouthDelta,C,0.51
Rock Slough @ Old River,8/19/1992,901,92.0935494,OMR,C,0.72
Contra Costa PP Number 01,8/19/1992,904,92.0935494,OMR,C,0.74
