Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,Br
Contra Costa PP Number 01,7/6/2005,151,69.97360216,OMR,AN,0.03
Contra Costa PP Number 01,8/2/2005,196,80.7913406,OMR,AN,0.04
Contra Costa PP Number 01,9/6/2005,418,83.07162013,OMR,AN,0.27
Contra Costa PP Number 01,10/3/2005,504,81.90521431,OMR,W,0.35
Contra Costa PP Number 01,11/7/2005,468,89.68142253,OMR,W,0.27
Contra Costa PP Number 01,12/5/2005,660,82.80590189,OMR,W,0.43
Contra Costa PP Number 01,1/3/2006,703,0,OMR,W,0.55
Contra Costa PP Number 01,2/6/2006,491,52.81827396,OMR,W,0.18
Contra Costa PP Number 01,3/6/2006,232,50.66954548,OMR,W,0.05
Contra Costa PP Number 01,4/3/2006,428,47.97842568,OMR,W,0.1
Middle River @ Union Point - P10A,7/5/2006,154,67.43685291,OMR,W,0.05
Middle River @ Union Point - P10A,7/5/2006,154,67.43685291,SouthDelta,W,0.05
Contra Costa PP Number 01,7/5/2006,162,67.43685291,OMR,W,0.04
Middle River @ Union Point - P10A,8/2/2006,261,78.28975195,OMR,W,0.08
Middle River @ Union Point - P10A,8/2/2006,261,78.28975195,SouthDelta,W,0.08
Middle River @ Union Point - P10A,9/6/2006,240,78.70958184,OMR,W,0.08
Middle River @ Union Point - P10A,9/6/2006,240,78.70958184,SouthDelta,W,0.08
Middle River @ Union Point - P10A,10/3/2006,253,79.15994988,OMR,D,0.08
Middle River @ Union Point - P10A,10/3/2006,253,79.15994988,SouthDelta,D,0.08
Contra Costa PP Number 01,10/3/2006,272,79.15994988,OMR,D,0.11
Middle River @ Union Point - P10A,11/7/2006,274,88.98570418,OMR,D,0.1
Middle River @ Union Point - P10A,11/7/2006,274,88.98570418,SouthDelta,D,0.1
Contra Costa PP Number 01,11/7/2006,302,88.98570418,OMR,D,0.14
Middle River @ Union Point - P10A,12/5/2006,341,88.65054031,OMR,D,0.13
Middle River @ Union Point - P10A,12/5/2006,341,88.65054031,SouthDelta,D,0.13
Contra Costa PP Number 01,12/5/2006,461,88.65054031,OMR,D,0.25
Middle River @ Union Point - P10A,1/2/2007,490,80.23657174,OMR,D,0.23
Middle River @ Union Point - P10A,1/2/2007,490,80.23657174,SouthDelta,D,0.23
Contra Costa PP Number 01,1/2/2007,704,80.23657174,OMR,D,0.44
Contra Costa PP Number 01,2/6/2007,456,79.89948567,OMR,D,0.21
Middle River @ Union Point - P10A,2/6/2007,460,79.89948567,OMR,D,0.19
Middle River @ Union Point - P10A,2/6/2007,460,79.89948567,SouthDelta,D,0.19
Contra Costa PP Number 01,3/5/2007,315,58.91442023,OMR,D,0.11
Middle River @ Union Point - P10A,3/5/2007,485,58.91442023,OMR,D,0.18
Middle River @ Union Point - P10A,3/5/2007,485,58.91442023,SouthDelta,D,0.18
Contra Costa PP Number 01,4/2/2007,255,72.02877378,OMR,D,0.04
Middle River @ Union Point - P10A,4/2/2007,318,72.02877378,OMR,D,0.08
Middle River @ Union Point - P10A,4/2/2007,318,72.02877378,SouthDelta,D,0.08
Contra Costa PP Number 01,5/2/2007,268,74.44600721,OMR,D,0.06
Middle River @ Union Point - P10A,5/2/2007,346,74.44600721,OMR,D,0.1
Middle River @ Union Point - P10A,5/2/2007,346,74.44600721,SouthDelta,D,0.1
Contra Costa PP Number 01,6/4/2007,324,80.25338455,OMR,D,0.1
Middle River @ Union Point - P10A,6/4/2007,399,80.25338455,OMR,D,0.13
Middle River @ Union Point - P10A,6/4/2007,399,80.25338455,SouthDelta,D,0.13
Contra Costa PP Number 01,7/2/2007,264,80.94470218,OMR,D,0.06
Middle River @ Union Point - P10A,7/2/2007,303,80.94470218,OMR,D,0.08
Middle River @ Union Point - P10A,7/2/2007,303,80.94470218,SouthDelta,D,0.08
Middle River @ Union Point - P10A,8/6/2007,277,84.7182393,OMR,D,0.11
Middle River @ Union Point - P10A,8/6/2007,277,84.7182393,SouthDelta,D,0.11
Contra Costa PP Number 01,8/6/2007,492,84.7182393,OMR,D,0.32
Middle River @ Union Point - P10A,9/5/2007,364,85.25541551,OMR,D,0.16
Middle River @ Union Point - P10A,9/5/2007,364,85.25541551,SouthDelta,D,0.16
Contra Costa PP Number 01,9/5/2007,812,85.25541551,OMR,D,0.63
Middle River @ Union Point - P10A,10/2/2007,335,87.02852586,OMR,C,0.15
Middle River @ Union Point - P10A,10/2/2007,335,87.02852586,SouthDelta,C,0.15
Contra Costa PP Number 01,10/2/2007,928,87.02852586,OMR,C,0.7
Middle River @ Union Point - P10A,11/6/2007,427,89.58054651,OMR,C,0.16
Middle River @ Union Point - P10A,11/6/2007,427,89.58054651,SouthDelta,C,0.16
Contra Costa PP Number 01,11/6/2007,1048,89.58054651,OMR,C,0.69
Middle River @ Union Point - P10A,12/4/2007,348,87.28423839,OMR,C,0.15
Middle River @ Union Point - P10A,12/4/2007,348,87.28423839,SouthDelta,C,0.15
Contra Costa PP Number 01,12/4/2007,1212,87.28423839,OMR,C,0.79
Middle River @ Union Point - P10A,1/3/2008,544,83.34570353,OMR,C,0.32
Middle River @ Union Point - P10A,1/3/2008,544,83.34570353,SouthDelta,C,0.32
Middle River @ Union Point - P10A,2/5/2008,456,54.87619201,OMR,C,0.17
Middle River @ Union Point - P10A,2/5/2008,456,54.87619201,SouthDelta,C,0.17
Contra Costa PP Number 01,2/5/2008,462,54.87619201,OMR,C,0.19
Contra Costa PP Number 01,3/4/2008,361,66.16351777,OMR,C,0.1
Middle River @ Union Point - P10A,3/4/2008,374,66.16351777,OMR,C,0.11
Middle River @ Union Point - P10A,3/4/2008,374,66.16351777,SouthDelta,C,0.11
Contra Costa PP Number 01,4/8/2008,465,78.37516679,OMR,C,0.14
Middle River @ Union Point - P10A,4/8/2008,492,78.37516679,OMR,C,0.16
Middle River @ Union Point - P10A,4/8/2008,492,78.37516679,SouthDelta,C,0.16
San Joaquin River at Prisoner's Point,4/10/2008,313.3,78.60601526,SJRcorridor,C,0.08
Contra Costa PP Number 01,5/6/2008,415,81.24308533,OMR,C,0.13
Middle River @ Union Point - P10A,5/6/2008,503,81.24308533,OMR,C,0.17
Middle River @ Union Point - P10A,5/6/2008,503,81.24308533,SouthDelta,C,0.17
San Joaquin River at Prisoner's Point,5/20/2008,305.7,83.51606562,SJRcorridor,C,0.09
Contra Costa PP Number 01,6/2/2008,366,81.73068377,OMR,C,0.11
Middle River @ Union Point - P10A,6/2/2008,435,81.73068377,OMR,C,0.15
Middle River @ Union Point - P10A,6/2/2008,435,81.73068377,SouthDelta,C,0.15
San Joaquin River at Prisoner's Point,6/12/2008,272,81.05885354,SJRcorridor,C,0.07
Contra Costa PP Number 01,7/1/2008,287,84.87243383,OMR,C,0.09
Middle River @ Union Point - P10A,7/1/2008,318,84.87243383,OMR,C,0.1
Middle River @ Union Point - P10A,7/1/2008,318,84.87243383,SouthDelta,C,0.1
San Joaquin River at Prisoner's Point,8/5/2008,280.8,88.35573476,SJRcorridor,C,0.12
Middle River @ Union Point - P10A,8/5/2008,304,88.35573476,OMR,C,0.12
Middle River @ Union Point - P10A,8/5/2008,304,88.35573476,SouthDelta,C,0.12
Contra Costa PP Number 01,8/5/2008,492,88.35573476,OMR,C,0.29
Middle River @ Union Point - P10A,9/2/2008,387,88.7732302,OMR,C,0.19
Middle River @ Union Point - P10A,9/2/2008,387,88.7732302,SouthDelta,C,0.19
Contra Costa PP Number 01,9/2/2008,744,88.7732302,OMR,C,0.52
San Joaquin River at Prisoner's Point,9/16/2008,439,88.07483179,SJRcorridor,C,0.23
Middle River @ Union Point - P10A,10/1/2008,461,88.30977329,OMR,D,0.24
Middle River @ Union Point - P10A,10/1/2008,461,88.30977329,SouthDelta,D,0.24
Contra Costa PP Number 01,10/1/2008,870,88.30977329,OMR,D,0.65
San Joaquin River at Prisoner's Point,10/15/2008,288.7,90.3992398,SJRcorridor,D,0.12
Middle River @ Union Point - P10A,11/3/2008,443,93.02142734,OMR,D,0.22
Middle River @ Union Point - P10A,11/3/2008,443,93.02142734,SouthDelta,D,0.22
Contra Costa PP Number 01,11/3/2008,642,93.02142734,OMR,D,0.39
Middle River @ Union Point - P10A,12/2/2008,511,92.75840841,OMR,D,0.36
Middle River @ Union Point - P10A,12/2/2008,511,92.75840841,SouthDelta,D,0.36
Contra Costa PP Number 01,12/2/2008,574,92.75840841,OMR,D,0.36
Grant Line Canal @ Tracy Blvd,12/11/2008,898,93.85276614,SouthDelta,D,0.46
Old River @ Tracy Road Bridge - P12,12/11/2008,1047,93.85276614,SouthDelta,D,0.56
Old River @ Middle River,12/22/2008,900,92.48009562,SouthDelta,D,0.53
San Joaquin River at Prisoner's Point,12/23/2008,482,91.80575032,SJRcorridor,D,0.3
Grant Line Canal @ Tracy Blvd,12/23/2008,928,91.80575032,SouthDelta,D,0.41
Old River @ Tracy Road Bridge - P12,12/23/2008,1257,91.80575032,SouthDelta,D,0.66
Middle River @ Union Point - P10A,1/6/2009,589,86.18470086,OMR,D,0.39
Middle River @ Union Point - P10A,1/6/2009,589,86.18470086,SouthDelta,D,0.39
Old River @ Middle River,1/7/2009,962,86.91076865,SouthDelta,D,0.52
Grant Line Canal @ Tracy Blvd,1/12/2009,1009,89.32251087,SouthDelta,D,0.46
Old River @ Tracy Road Bridge - P12,1/12/2009,1092,89.32251087,SouthDelta,D,0.46
San Joaquin River at Prisoner's Point,1/23/2009,516,92.25514125,SJRcorridor,D,0.27
Grant Line Canal @ Tracy Blvd,1/26/2009,952,88.07443799,SouthDelta,D,0.39
Old River @ Tracy Road Bridge - P12,1/26/2009,995,88.07443799,SouthDelta,D,0.4
Old River @ Middle River,1/29/2009,862,83.77227583,SouthDelta,D,0.33
Middle River @ Union Point - P10A,2/3/2009,633,84.30493265,OMR,D,0.34
Middle River @ Union Point - P10A,2/3/2009,633,84.30493265,SouthDelta,D,0.34
Contra Costa PP Number 01,2/3/2009,794,84.30493265,OMR,D,0.52
Old River @ Middle River,2/10/2009,1079,84.02790463,SouthDelta,D,0.54
Grant Line Canal @ Tracy Blvd,2/11/2009,1068,83.0036227,SouthDelta,D,0.41
Old River @ Tracy Road Bridge - P12,2/11/2009,1093,83.0036227,SouthDelta,D,0.41
San Joaquin River at Prisoner's Point,2/23/2009,348.2,69.09157517,SJRcorridor,D,0.15
Old River @ Middle River,2/25/2009,844,63.13375011,SouthDelta,D,0.34
Grant Line Canal @ Tracy Blvd,2/26/2009,840,60.14582078,SouthDelta,D,0.32
Old River @ Tracy Road Bridge - P12,2/26/2009,911,60.14582078,SouthDelta,D,0.4
Middle River @ Union Point - P10A,3/2/2009,583,65.57301543,OMR,D,0.32
Middle River @ Union Point - P10A,3/2/2009,583,65.57301543,SouthDelta,D,0.32
Grant Line Canal @ Tracy Blvd,3/9/2009,728,54.40866096,SouthDelta,D,0.25
Old River @ Tracy Road Bridge - P12,3/9/2009,868,54.40866096,SouthDelta,D,0.36
Old River @ Middle River,3/16/2009,1043,64.397985,SouthDelta,D,0.46
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,67.34893515,SouthDelta,D,0.5
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,67.34893515,SouthDelta,D,0.5
San Joaquin River at Prisoner's Point,3/24/2009,219.7,67.79671251,SJRcorridor,D,0.05
Old River @ Middle River,4/1/2009,1008,73.95020527,SouthDelta,D,0.48
Middle River @ Union Point - P10A,4/7/2009,314,75.36176628,OMR,D,0.1
Middle River @ Union Point - P10A,4/7/2009,314,75.36176628,SouthDelta,D,0.1
Grant Line Canal @ Tracy Blvd,4/9/2009,844,75.01511525,SouthDelta,D,0.43
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,75.01511525,SouthDelta,D,0.5
Old River @ Middle River,4/16/2009,694,67.73613947,SouthDelta,D,0.32
Grant Line Canal @ Tracy Blvd,4/23/2009,463,79.53429049,SouthDelta,D,0.2
Old River @ Tracy Road Bridge - P12,4/23/2009,814,79.53429049,SouthDelta,D,0.39
San Joaquin River at Prisoner's Point,4/29/2009,191.7,77.28892347,SJRcorridor,D,0.04
Middle River @ Union Point - P10A,5/5/2009,358,73.26168644,OMR,D,0.12
Middle River @ Union Point - P10A,5/5/2009,358,73.26168644,SouthDelta,D,0.12
Grant Line Canal @ Tracy Blvd,5/7/2009,425,68.40551796,SouthDelta,D,0.15
Old River @ Tracy Road Bridge - P12,5/7/2009,554,68.40551796,SouthDelta,D,0.21
Grant Line Canal @ Tracy Blvd,5/21/2009,353,75.54540529,SouthDelta,D,0.14
Old River @ Tracy Road Bridge - P12,5/21/2009,488,75.54540529,SouthDelta,D,0.17
San Joaquin River at Prisoner's Point,5/27/2009,176.6,78.39738548,SJRcorridor,D,0.05
Middle River @ Union Point - P10A,6/2/2009,336,74.90839371,OMR,D,0.1
Middle River @ Union Point - P10A,6/2/2009,336,74.90839371,SouthDelta,D,0.1
Grant Line Canal @ Tracy Blvd,6/8/2009,550,77.24823856,SouthDelta,D,0.27
Old River @ Tracy Road Bridge - P12,6/8/2009,739,77.24823856,SouthDelta,D,0.35
San Joaquin River at Prisoner's Point,6/16/2009,192.4,75.74081285,SJRcorridor,D,0.06
San Joaquin River at Prisoner's Point,7/7/2009,157.5,82.06398554,SJRcorridor,D,0.04
Middle River @ Union Point - P10A,7/7/2009,228,82.06398554,OMR,D,0.1
Middle River @ Union Point - P10A,7/7/2009,228,82.06398554,SouthDelta,D,0.1
San Joaquin River at Prisoner's Point,7/30/2009,247.3,85.45859171,SJRcorridor,D,0.12
Middle River @ Union Point - P10A,8/4/2009,265,84.14076361,OMR,D,0.13
Middle River @ Union Point - P10A,8/4/2009,265,84.14076361,SouthDelta,D,0.13
San Joaquin River at Prisoner's Point,8/17/2009,315,86.7435617,SJRcorridor,D,0.18
San Joaquin River at Prisoner's Point,9/8/2009,336.2,83.47406172,SJRcorridor,D,0.16
Middle River @ Union Point - P10A,9/9/2009,345,84.37552482,OMR,D,0.16
Middle River @ Union Point - P10A,9/9/2009,345,84.37552482,SouthDelta,D,0.16
Middle River @ Union Point - P10A,10/6/2009,411,87.99178837,OMR,BN,0.21
Middle River @ Union Point - P10A,10/6/2009,411,87.99178837,SouthDelta,BN,0.21
San Joaquin River at Prisoner's Point,10/8/2009,311.4,90.73343555,SJRcorridor,BN,0.13
San Joaquin River at Prisoner's Point,10/30/2009,262.1,84.65210123,SJRcorridor,BN,0.1
Middle River @ Union Point - P10A,11/3/2009,352,88.3635176,OMR,BN,0.16
Middle River @ Union Point - P10A,11/3/2009,352,88.3635176,SouthDelta,BN,0.16
San Joaquin River at Prisoner's Point,11/18/2009,258.8,88.28529367,SJRcorridor,BN,0.1
Middle River @ Union Point - P10A,12/1/2009,320,92.29828513,OMR,BN,0.13
Middle River @ Union Point - P10A,12/1/2009,320,92.29828513,SouthDelta,BN,0.13
San Joaquin River at Prisoner's Point,12/9/2009,340,88.75050471,SJRcorridor,BN,0.16
San Joaquin River at Prisoner's Point,12/30/2009,503,92.01120098,SJRcorridor,BN,0.29
Middle River @ Union Point - P10A,1/5/2010,466,86.26711441,OMR,BN,0.26
Middle River @ Union Point - P10A,1/5/2010,466,86.26711441,SouthDelta,BN,0.26
San Joaquin River at Prisoner's Point,1/25/2010,290.7,63.07199036,SJRcorridor,BN,0.11
Middle River @ Union Point - P10A,2/2/2010,536,54.29400396,OMR,BN,0.24
Middle River @ Union Point - P10A,2/2/2010,536,54.29400396,SouthDelta,BN,0.24
San Joaquin River at Prisoner's Point,2/16/2010,261.4,56.73294725,SJRcorridor,BN,0.08
Middle River @ Union Point - P10A,3/2/2010,483,63.81753273,OMR,BN,0.18
Middle River @ Union Point - P10A,3/2/2010,483,63.81753273,SouthDelta,BN,0.18
Middle River @ Union Point - P10A,4/6/2010,441,68.63765096,OMR,BN,0.14
Middle River @ Union Point - P10A,4/6/2010,441,68.63765096,SouthDelta,BN,0.14
Middle River @ Union Point - P10A,5/4/2010,400,57.05251942,OMR,BN,0.13
Middle River @ Union Point - P10A,5/4/2010,400,57.05251942,SouthDelta,BN,0.13
Middle River @ Union Point - P10A,6/8/2010,288,67.97063022,OMR,BN,0.09
Middle River @ Union Point - P10A,6/8/2010,288,67.97063022,SouthDelta,BN,0.09
Middle River @ Union Point - P10A,7/6/2010,241,80.72423904,OMR,BN,0.07
Middle River @ Union Point - P10A,7/6/2010,241,80.72423904,SouthDelta,BN,0.07
Middle River @ Union Point - P10A,8/2/2010,189,79.32890201,OMR,BN,0.06
Middle River @ Union Point - P10A,8/2/2010,189,79.32890201,SouthDelta,BN,0.06
Middle River @ Union Point - P10A,9/7/2010,294,86.84207092,OMR,BN,0.13
Middle River @ Union Point - P10A,9/7/2010,294,86.84207092,SouthDelta,BN,0.13
Middle River @ Union Point - P10A,10/5/2010,340,83.98583932,OMR,W,0.14
Middle River @ Union Point - P10A,10/5/2010,340,83.98583932,SouthDelta,W,0.14
Middle River @ Union Point - P10A,11/3/2010,334,84.63274041,OMR,W,0.16
Middle River @ Union Point - P10A,11/3/2010,334,84.63274041,SouthDelta,W,0.16
Middle River @ Union Point - P10A,12/6/2010,321,84.27592276,OMR,W,0.15
Middle River @ Union Point - P10A,12/6/2010,321,84.27592276,SouthDelta,W,0.15
Middle River @ Union Point - P10A,1/3/2011,274,53.33698971,OMR,W,0.08
Middle River @ Union Point - P10A,1/3/2011,274,53.33698971,SouthDelta,W,0.08
Middle River @ Union Point - P10A,2/7/2011,334,64.18410148,OMR,W,0.11
Middle River @ Union Point - P10A,2/7/2011,334,64.18410148,SouthDelta,W,0.11
Middle River @ Union Point - P10A,3/7/2011,372,56.35666923,OMR,W,0.13
Middle River @ Union Point - P10A,3/7/2011,372,56.35666923,SouthDelta,W,0.13
Middle River @ Union Point - P10A,4/4/2011,247,0,OMR,W,0.06
Middle River @ Union Point - P10A,4/4/2011,247,0,SouthDelta,W,0.06
Middle River @ Union Point - P10A,5/2/2011,199,57.60965856,OMR,W,0.05
Middle River @ Union Point - P10A,5/2/2011,199,57.60965856,SouthDelta,W,0.05
Middle River @ Union Point - P10A,6/6/2011,257,57.57300551,OMR,W,0.08
Middle River @ Union Point - P10A,6/6/2011,257,57.57300551,SouthDelta,W,0.08
Rock Slough at Delta Road Bridge,6/6/2011,259,57.57300551,OMR,W,0.06
Rock Slough at Delta Road Bridge,7/5/2011,169,56.36389323,OMR,W,0.03
Middle River @ Union Point - P10A,7/5/2011,184,56.36389323,OMR,W,0.06
Middle River @ Union Point - P10A,7/5/2011,184,56.36389323,SouthDelta,W,0.06
Middle River @ Union Point - P10A,10/7/2013,430,87.90258861,OMR,C,0.22
Middle River @ Union Point - P10A,10/7/2013,430,87.90258861,SouthDelta,C,0.22
Middle River @ Union Point - P10A,11/4/2013,463,90.34617646,OMR,C,0.3
Middle River @ Union Point - P10A,11/4/2013,463,90.34617646,SouthDelta,C,0.3
Middle River @ Union Point - P10A,12/2/2013,507,93.39492499,OMR,C,0.3
Middle River @ Union Point - P10A,12/2/2013,507,93.39492499,SouthDelta,C,0.3
Middle River @ Union Point - P10A,1/6/2014,601,92.33233742,OMR,C,0.38
Middle River @ Union Point - P10A,1/6/2014,601,92.33233742,SouthDelta,C,0.38
Middle River @ Union Point - P10A,2/3/2014,774,93.92384943,OMR,C,0.5
Middle River @ Union Point - P10A,2/3/2014,774,93.92384943,SouthDelta,C,0.5
Middle River @ Union Point - P10A,4/7/2014,459,75.44547873,OMR,C,0.2
Middle River @ Union Point - P10A,4/7/2014,459,75.44547873,SouthDelta,C,0.2
Middle River @ Union Point - P10A,5/5/2014,483,87.63000727,OMR,C,0.21
Middle River @ Union Point - P10A,5/5/2014,483,87.63000727,SouthDelta,C,0.21
Middle River @ Union Point - P10A,6/2/2014,436,93.56618111,OMR,C,0.18
Middle River @ Union Point - P10A,6/2/2014,436,93.56618111,SouthDelta,C,0.18
Middle River @ Union Point - P10A,7/7/2014,541,90.2187572,OMR,C,0.31
Middle River @ Union Point - P10A,7/7/2014,541,90.2187572,SouthDelta,C,0.31
Middle River @ Union Point - P10A,8/4/2014,490,88.73599436,OMR,C,0.29
Middle River @ Union Point - P10A,8/4/2014,490,88.73599436,SouthDelta,C,0.29
Middle River @ Union Point - P10A,9/2/2014,452,90.3346038,OMR,C,0.27
Middle River @ Union Point - P10A,9/2/2014,452,90.3346038,SouthDelta,C,0.27
Middle River @ Union Point - P10A,10/6/2014,503,94.77701545,OMR,C,0.28
Middle River @ Union Point - P10A,10/6/2014,503,94.77701545,SouthDelta,C,0.28
Middle River @ Union Point - P10A,11/3/2014,613,92.39401068,OMR,C,0.37
Middle River @ Union Point - P10A,11/3/2014,613,92.39401068,SouthDelta,C,0.37
Middle River @ Union Point - P10A,12/1/2014,542,93.6049299,OMR,C,0.34
Middle River @ Union Point - P10A,12/1/2014,542,93.6049299,SouthDelta,C,0.34
Middle River @ Union Point - P10A,1/5/2015,470,71.50190239,OMR,C,0.22
Middle River @ Union Point - P10A,1/5/2015,470,71.50190239,SouthDelta,C,0.22
Middle River @ Union Point - P10A,2/3/2015,415,87.92593622,OMR,C,0.16
Middle River @ Union Point - P10A,2/3/2015,415,87.92593622,SouthDelta,C,0.16
Middle River @ Union Point - P10A,3/2/2015,406,78.10690622,OMR,C,0.16
Middle River @ Union Point - P10A,3/2/2015,406,78.10690622,SouthDelta,C,0.16
Middle River @ Union Point - P10A,4/6/2015,419,88.0123047,OMR,C,0.16
Middle River @ Union Point - P10A,4/6/2015,419,88.0123047,SouthDelta,C,0.16
Middle River @ Union Point - P10A,5/4/2015,568,94.17154572,OMR,C,0.29
Middle River @ Union Point - P10A,5/4/2015,568,94.17154572,SouthDelta,C,0.29
Middle River @ Union Point - P10A,6/1/2015,697,93.2549537,OMR,C,0.41
Middle River @ Union Point - P10A,6/1/2015,697,93.2549537,SouthDelta,C,0.41
Middle River @ Union Point - P10A,7/6/2015,667,95.81957478,OMR,C,0.39
Middle River @ Union Point - P10A,7/6/2015,667,95.81957478,SouthDelta,C,0.39
Middle River @ Union Point - P10A,8/3/2015,648,95.38511805,OMR,C,0.4
Middle River @ Union Point - P10A,8/3/2015,648,95.38511805,SouthDelta,C,0.4
Middle River @ Union Point - P10A,9/9/2015,581,94.75346141,OMR,C,0.37
Middle River @ Union Point - P10A,9/9/2015,581,94.75346141,SouthDelta,C,0.37
Middle River @ Union Point - P10A,10/5/2015,616,94.93479848,OMR,BN,0.33
Middle River @ Union Point - P10A,10/5/2015,616,94.93479848,SouthDelta,BN,0.33
Middle River @ Union Point - P10A,11/2/2015,675,93.88533024,OMR,BN,0.37
Middle River @ Union Point - P10A,11/2/2015,675,93.88533024,SouthDelta,BN,0.37
Middle River @ Union Point - P10A,12/7/2015,710,94.9140377,OMR,BN,0.49
Middle River @ Union Point - P10A,12/7/2015,710,94.9140377,SouthDelta,BN,0.49
Middle River @ Union Point - P10A,1/4/2016,601,89.47617765,OMR,BN,0.37
Middle River @ Union Point - P10A,1/4/2016,601,89.47617765,SouthDelta,BN,0.37
Middle River @ Union Point - P10A,2/3/2016,488,59.65346245,OMR,BN,0.22
Middle River @ Union Point - P10A,2/3/2016,488,59.65346245,SouthDelta,BN,0.22
Middle River @ Union Point - P10A,3/10/2016,321,62.66343249,OMR,BN,0.1
Middle River @ Union Point - P10A,3/10/2016,321,62.66343249,SouthDelta,BN,0.1
Middle River @ Union Point - P10A,4/7/2016,328,66.37589317,OMR,BN,0.1
Middle River @ Union Point - P10A,4/7/2016,328,66.37589317,SouthDelta,BN,0.1
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,OMR,BN,0.17
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,SouthDelta,BN,0.17
Middle River @ Union Point - P10A,6/7/2016,319,82.94141541,OMR,BN,0.12
Middle River @ Union Point - P10A,6/7/2016,319,82.94141541,SouthDelta,BN,0.12
Middle River @ Union Point - P10A,7/6/2016,222,84.55059684,OMR,BN,0.07
Middle River @ Union Point - P10A,7/6/2016,222,84.55059684,SouthDelta,BN,0.07
Middle River @ Union Point - P10A,8/1/2016,207,83.57049111,OMR,BN,0.08
Middle River @ Union Point - P10A,8/1/2016,207,83.57049111,SouthDelta,BN,0.08
Middle River @ Union Point - P10A,9/7/2016,288,84.03725468,OMR,BN,0.14
Middle River @ Union Point - P10A,9/7/2016,288,84.03725468,SouthDelta,BN,0.14
