Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,Ca
Contra Costa PP Number 01,1/9/1997,427,31.8495819,OMR,W,18
San Joaquin River @ Mossdale Bridge - C7A,3/20/1995,301,35.26878783,SJRcorridor,W,18
Contra Costa PP Number 01,3/13/1995,322,37.53111646,OMR,W,19
Contra Costa PP Number 01,2/5/1998,879,41.15155574,OMR,W,31.6
Contra Costa PP Number 01,3/3/1998,1100,46.174655,OMR,W,45.2
Contra Costa PP Number 01,1/17/1995,709,46.35508675,OMR,W,27
Contra Costa PP Number 01,3/7/1996,898,46.46251523,OMR,W,39
Middle River @ Union Point - P10A,3/8/2017,187,46.65054443,OMR,W,12
Middle River @ Union Point - P10A,3/8/2017,187,46.65054443,SouthDelta,W,12
San Joaquin River @ Mossdale Bridge - C7A,2/13/1997,185,47.19212894,SJRcorridor,W,11
Contra Costa PP Number 01,2/8/1996,397,47.52751567,OMR,W,20
Contra Costa PP Number 01,4/3/2006,428,47.97842568,OMR,W,21
P8 - San Joaquin River @ Buckley Cove,1/23/1969,180,48.06579729,SJRcorridor,W,14
Contra Costa PP Number 01,3/7/2000,1125,48.16682697,OMR,AN,41
Contra Costa PP Number 01,2/6/1995,533,48.45038827,OMR,W,26
San Joaquin River @ Mossdale Bridge - C7A,3/14/1996,253,48.94207006,SJRcorridor,W,14
Old River South of Rock Slough (St 5A),2/29/1980,227,49.08867267,OMR,AN,13
Old River South of Rock Slough (St 5A),12/14/1983,192,49.15904734,OMR,W,10
Middle River @ Union Point - P10A,4/3/2017,201,49.18404199,OMR,W,12
Middle River @ Union Point - P10A,4/3/2017,201,49.18404199,SouthDelta,W,12
Old River South of Rock Slough (St 5A),3/12/1980,212,49.22949664,OMR,AN,12
Old River South of Rock Slough (St 5A),3/15/1982,207,49.23180133,OMR,W,13
Contra Costa PP Number 01,5/10/1995,307,49.34111805,OMR,W,15
Contra Costa PP Number 01,3/2/2004,500,49.65011755,OMR,BN,22
San Joaquin River @ Mossdale Bridge - C7A,2/16/1995,487,49.77058978,SJRcorridor,W,23
Middle River @ Union Point - P10A,5/3/2017,120,50.00669585,OMR,W,8
Middle River @ Union Point - P10A,5/3/2017,120,50.00669585,SouthDelta,W,8
P8 - San Joaquin River @ Buckley Cove,4/16/1969,200,50.10640361,SJRcorridor,W,10
Middle River @ Union Point - P10A,2/6/2017,258,50.46962633,OMR,W,15
Middle River @ Union Point - P10A,2/6/2017,258,50.46962633,SouthDelta,W,15
Contra Costa PP Number 01,4/10/1995,635,50.51772825,OMR,W,27
Contra Costa PP Number 01,3/6/2006,232,50.66954548,OMR,W,14
San Joaquin River @ Mossdale Bridge - C7A,5/18/1995,143,50.95156216,SJRcorridor,W,8
Contra Costa PP Number 01,5/6/2003,330,51.50084909,OMR,AN,17
Contra Costa PP Number 01,2/3/1999,352,51.6298188,OMR,W,19
Old River South of Rock Slough (St 5A),4/18/1983,211,51.81872331,OMR,W,12
Old River @ Middle River,6/9/1998,236,51.89782644,SouthDelta,W,14
Contra Costa PP Number 01,1/7/2003,1010,51.99960319,OMR,AN,31
Old River South of Rock Slough (St 5A),12/3/1981,423,52.53667998,OMR,W,18
Old River South of Rock Slough (St 5A),1/30/1980,218,52.74067557,OMR,AN,12
Old River South of Rock Slough (St 5A),1/18/1984,230,52.80804893,OMR,W,12
Contra Costa PP Number 01,2/6/2006,491,52.81827396,OMR,W,23
Clifton Court Intake,4/9/1986,197,52.99907803,OMR,W,11
Middle River at Bacon Island Bridge,1/26/1993,373,53.01541285,OMR,AN,21
San Joaquin River @ Mossdale Bridge - C7A,1/26/1995,383,53.05662006,SJRcorridor,W,21
Old River South of Rock Slough (St 5A),5/5/1982,178,53.20631662,OMR,W,10
Middle River @ Union Point - P10A,1/3/2011,274,53.33698971,OMR,W,14
Middle River @ Union Point - P10A,1/3/2011,274,53.33698971,SouthDelta,W,14
Old River South of Rock Slough (St 5A),5/25/1983,170,53.44081668,OMR,W,11
San Joaquin River @ Mossdale Bridge - C7A,4/11/1996,413,53.46132043,SJRcorridor,W,19
San Joaquin River @ Mossdale Bridge - C7A,2/15/1996,290,53.64428507,SJRcorridor,W,14
Middle River @ Union Point - P10A,4/9/2018,358,54.04390508,OMR,BN,17
Middle River @ Union Point - P10A,4/9/2018,358,54.04390508,SouthDelta,BN,17
Contra Costa PP Number 01,2/3/2003,1070,54.06515388,OMR,AN,39
Rock Slough @ Old River,1/27/1993,294,54.16889291,OMR,AN,19
Old River North of Rock Slough (St 4b),1/27/1993,302,54.16889291,OMR,AN,18
Contra Costa PP Number 01,6/7/2005,256,54.24209382,OMR,AN,14
Contra Costa PP Number 01,1/8/2002,616,54.28372948,OMR,D,22
Middle River @ Union Point - P10A,2/2/2010,536,54.29400396,OMR,BN,25
Middle River @ Union Point - P10A,2/2/2010,536,54.29400396,SouthDelta,BN,25
Middle River at Bacon Island Bridge,4/8/1993,465,54.30864006,OMR,AN,25
Clifton Court Intake,4/8/1993,400,54.30864006,OMR,AN,22
Old River @ Tracy Road Bridge - P12,3/9/2009,868,54.40866096,SouthDelta,D,39
Grant Line Canal @ Tracy Blvd,3/9/2009,728,54.40866096,SouthDelta,D,32
Middle River @ Union Point - P10A,2/5/2008,456,54.87619201,OMR,C,22
Contra Costa PP Number 01,2/5/2008,462,54.87619201,OMR,C,18
Middle River @ Union Point - P10A,2/5/2008,456,54.87619201,SouthDelta,C,22
Middle River at Bacon Island Bridge,3/25/1993,416,54.90975845,OMR,AN,25
San Joaquin River @ Mossdale Bridge - C7A,4/24/1995,184,55.06228913,SJRcorridor,W,10
San Joaquin River @ Mossdale Bridge - C7A,3/13/1997,338,55.45327752,SJRcorridor,W,20
Contra Costa PP Number 01,1/6/2004,784,55.58733795,OMR,BN,21
Contra Costa PP Number 01,3/12/1997,314,55.67296976,OMR,W,16
Contra Costa PP Number 01,4/4/2005,499,55.79737907,OMR,AN,27
Middle River @ Union Point - P10A,4/9/2018,365.4,56,OMR,BN,17
Old River South of Rock Slough (St 5A),12/18/1981,254,56.1313435,OMR,W,15
Middle River @ Union Point - P10A,1/9/2017,338,56.18463132,OMR,W,18
Middle River @ Union Point - P10A,1/9/2017,338,56.18463132,SouthDelta,W,18
Old River South of Rock Slough (St 5A),4/2/1979,417,56.30420023,OMR,BN,20
Middle River @ Union Point - P10A,3/7/2011,372,56.35666923,OMR,W,20
Middle River @ Union Point - P10A,3/7/2011,372,56.35666923,SouthDelta,W,20
Middle River @ Union Point - P10A,7/5/2011,184,56.36389323,OMR,W,11
Rock Slough at Delta Road Bridge,7/5/2011,169,56.36389323,OMR,W,10
Middle River @ Union Point - P10A,7/5/2011,184,56.36389323,SouthDelta,W,11
Old River South of Rock Slough (St 5A),4/8/1980,303,56.38489514,OMR,AN,16
Contra Costa PP Number 01,7/8/1998,233,56.61660003,OMR,W,12
Rock Slough @ Old River,3/23/1993,301,56.65439542,OMR,AN,20
Old River North of Rock Slough (St 4b),3/23/1993,288,56.65439542,OMR,AN,19
Old River South of Rock Slough (St 5A),3/26/1980,244,56.84018254,OMR,AN,13
Grant Line Canal East,5/1/2019,190.3,57,SouthDelta,W,11
Old River near Doughty Cut - ORX,5/1/2019,184.9,57,SouthDelta,W,11
Old River below Headwaters,5/1/2019,185.9,57,SJRcorridor,W,10.6
OH1,5/1/2019,188,57,SouthDelta,W,10.6
ORX,5/1/2019,187,57,SouthDelta,W,11
GLE,5/1/2019,192,57,SouthDelta,W,11
Middle River @ Union Point - P10A,6/6/2019,173,57,OMR,W,10
C10A - San Joaquin River near Vernalis @ SJR Club,6/6/2019,77.8,57,SJRcorridor,W,6
Middle River @ Union Point - P10A,5/4/2010,400,57.05251942,OMR,BN,19
Middle River @ Union Point - P10A,5/4/2010,400,57.05251942,SouthDelta,BN,19
Contra Costa PP Number 01,5/5/1999,451,57.23000982,OMR,W,22
Old River South of Rock Slough (St 5A),7/20/1983,138,57.24485942,OMR,W,8
Contra Costa PP Number 01,4/8/1999,324,57.34361395,OMR,W,16
Contra Costa PP Number 01,3/7/2005,654,57.47547175,OMR,AN,32
Rock Slough at Delta Road Bridge,6/6/2011,259,57.57300551,OMR,W,14
Middle River @ Union Point - P10A,6/6/2011,257,57.57300551,OMR,W,14
Middle River @ Union Point - P10A,6/6/2011,257,57.57300551,SouthDelta,W,14
Middle River @ Union Point - P10A,5/2/2011,199,57.60965856,OMR,W,12
Middle River @ Union Point - P10A,5/2/2011,199,57.60965856,SouthDelta,W,12
San Joaquin River @ Mossdale Bridge - C7A,6/22/1995,240,57.6171137,SJRcorridor,W,14
Contra Costa PP Number 01,2/8/2000,385,57.61717763,OMR,AN,20
Contra Costa PP Number 01,6/8/1993,250,57.7015985,OMR,AN,14
P8 - San Joaquin River @ Buckley Cove,3/22/1968,395,57.81297746,SJRcorridor,BN,28
Old River South of Rock Slough (St 5A),4/16/1986,203,57.82517336,OMR,W,11
Middle River at Bacon Island Bridge,6/10/1993,337,57.844797,OMR,AN,18
Clifton Court Intake,6/10/1993,301,57.844797,OMR,AN,16
Middle River @ Union Point - P10A,6/5/2017,177,57.96351261,OMR,W,10
Middle River @ Union Point - P10A,6/5/2017,177,57.96351261,SouthDelta,W,10
Old River South of Rock Slough (St 5A),3/19/1984,261,57.98189429,OMR,W,14
C10A - San Joaquin River near Vernalis @ SJR Club,4/11/2018,178,58,SJRcorridor,BN,9
Middle River @ Union Point - P10A,5/8/2019,265.1,58,OMR,W,14.6
C10A - San Joaquin River near Vernalis @ SJR Club,5/8/2019,115.7,58,SJRcorridor,W,8
Old River South of Rock Slough (St 5A),12/14/1982,240,58.19292799,OMR,W,13
Contra Costa PP Number 01,4/4/1996,554,58.29157662,OMR,W,23
Contra Costa PP Number 01,6/14/1995,214,58.38588799,OMR,W,12
San Joaquin River @ Mossdale Bridge - C7A,7/20/1995,218,58.74876866,SJRcorridor,W,13
Old River South of Rock Slough (St 5A),5/24/1982,196,58.78823135,OMR,W,11
Middle River @ Union Point - P10A,3/5/2007,485,58.91442023,OMR,D,25
Contra Costa PP Number 01,3/5/2007,315,58.91442023,OMR,D,18
Middle River @ Union Point - P10A,3/5/2007,485,58.91442023,SouthDelta,D,25
Middle River at Bacon Island Bridge,2/16/1993,524,58.91466321,OMR,AN,28
Old River South of Rock Slough (St 5A),2/5/1982,275,58.92308216,OMR,W,18
Contra Costa PP Number 01,3/11/1993,801,59.02850507,OMR,AN,37
Clifton Court Intake,3/9/1993,730,59.04059358,OMR,AN,38
Middle River at Bacon Island Bridge,3/9/1993,471,59.04059358,OMR,AN,26
Old River South of Rock Slough (St 5A),2/3/1981,325,59.47117587,OMR,D,18
Rock Slough @ Old River,2/18/1993,290,59.5796831,OMR,AN,19
Middle River @ Union Point - P10A,2/3/2016,488,59.65346245,OMR,BN,22
Middle River @ Union Point - P10A,2/3/2016,488,59.65346245,SouthDelta,BN,22
Old River South of Rock Slough (St 5A),11/15/1983,427,59.86273225,OMR,W,24
Old River @ Tracy Road Bridge - P12,2/26/2009,911,60.14582078,SouthDelta,D,40
Grant Line Canal @ Tracy Blvd,2/26/2009,840,60.14582078,SouthDelta,D,38
Old River South of Rock Slough (St 5A),4/3/1981,360,60.26052112,OMR,D,20
Contra Costa PP Number 01,3/3/2003,591,60.574921,OMR,AN,26
P8 - San Joaquin River @ Buckley Cove,2/2/1968,650,60.82383763,SJRcorridor,BN,28
Contra Costa PP Number 01,5/3/2005,346,60.83995013,OMR,AN,19
Grant Line Canal East,5/29/2019,88.8,61,SouthDelta,W,6
Old River near Doughty Cut - ORX,5/29/2019,82.3,61,SouthDelta,W,6
Old River below Headwaters,5/29/2019,78.3,61,SJRcorridor,W,5.79
OH1,5/29/2019,79,61,SouthDelta,W,5.79
ORX,5/29/2019,83,61,SouthDelta,W,6
GLE,5/29/2019,90,61,SouthDelta,W,6
Old River South of Rock Slough (St 5A),2/20/1979,517,61.16117032,OMR,BN,26
Contra Costa PP Number 01,6/6/1996,277,61.33562885,OMR,W,14
Clifton Court Intake,5/13/1993,456,61.911538,OMR,AN,24
Middle River at Bacon Island Bridge,5/13/1993,411,61.911538,OMR,AN,22
C10A - San Joaquin River near Vernalis @ SJR Club,4/23/2018,284.2,62,SJRcorridor,BN,13
Paradise Cut Upstream,6/12/2019,233.8,62,SouthDelta,W,16
Old River at Tracy Wildlife Association,6/12/2019,105.4,62,SouthDelta,W,7
PDUP,6/12/2019,233,62,SouthDelta,W,16
TWA,6/12/2019,107,62,SouthDelta,W,7
Old River South of Rock Slough (St 5A),5/19/1980,277,62.05980719,OMR,AN,15
San Joaquin River @ Mossdale Bridge - C7A,5/9/1996,336,62.32099718,SJRcorridor,W,17
Middle River at Bacon Island Bridge,4/21/1993,440,62.38347365,OMR,AN,24
Contra Costa PP Number 01,4/21/1993,265,62.38347365,OMR,AN,16
Old River North of Rock Slough (St 4b),4/21/1993,212,62.38347365,OMR,AN,15
Rock Slough @ Old River,4/21/1993,211,62.38347365,OMR,AN,14
San Joaquin River @ Mossdale Bridge - C7A,4/21/1993,601,62.38347365,SJRcorridor,AN,28
Little Connection Sl. @ Empire Tr.,4/21/1993,145,62.38347365,SJRcorridor,AN,11
Old River nr Tracy,4/21/1993,802,62.38347365,SouthDelta,AN,40
Grant Ln Can @ Tracy Rd Bdg,4/21/1993,615,62.38347365,SouthDelta,AN,30
Old River South of Rock Slough (St 5A),4/21/1980,304,62.47778168,OMR,AN,18
Middle River @ Union Point - P10A,3/10/2016,321,62.66343249,OMR,BN,20
Middle River @ Union Point - P10A,3/10/2016,321,62.66343249,SouthDelta,BN,20
Old River below Headwaters,1/30/2019,932,63,SJRcorridor,W,44
Old River near Doughty Cut - ORX,1/30/2019,916,63,SouthDelta,W,43
Grant Line Canal East,1/30/2019,879,63,SouthDelta,W,42
OH1,1/30/2019,944,63,SouthDelta,W,44
ORX,1/30/2019,928,63,SouthDelta,W,43
GLE,1/30/2019,891,63,SouthDelta,W,42
Contra Costa PP Number 01,1/3/2005,640,63.06546569,OMR,AN,20
Old River South of Rock Slough (St 5A),8/26/1983,175,63.12853224,OMR,W,10
Old River @ Middle River,2/25/2009,844,63.13375011,SouthDelta,D,39
Old River South of Rock Slough (St 5A),1/20/1983,281,63.15136317,OMR,W,15
Contra Costa PP Number 01,5/12/1993,410,63.16142825,OMR,AN,21
Old River South of Rock Slough (St 5A),1/2/1980,223,63.56656112,OMR,AN,15
Contra Costa PP Number 01,5/2/2000,381,63.70366373,OMR,AN,18
Middle River @ Union Point - P10A,3/2/2010,483,63.81753273,OMR,BN,29
Middle River @ Union Point - P10A,3/2/2010,483,63.81753273,SouthDelta,BN,29
Contra Costa PP Number 01,1/13/1993,633,64.09402935,OMR,AN,24
Middle River at Bacon Island Bridge,1/13/1993,423,64.09402935,OMR,AN,24
San Joaquin River @ Mossdale Bridge - C7A,1/13/1993,357,64.09402935,SJRcorridor,AN,19
Little Connection Sl. @ Empire Tr.,1/13/1993,247,64.09402935,SJRcorridor,AN,17
Grant Ln Can @ Tracy Rd Bdg,1/13/1993,376,64.09402935,SouthDelta,AN,22
Old River nr Tracy,1/13/1993,332,64.09402935,SouthDelta,AN,19
Old River South of Rock Slough (St 5A),9/16/1983,248,64.13561458,OMR,W,12
Middle River @ Union Point - P10A,2/7/2011,334,64.18410148,OMR,W,19
Middle River @ Union Point - P10A,2/7/2011,334,64.18410148,SouthDelta,W,19
Old River South of Rock Slough (St 5A),2/5/1979,468,64.2815478,OMR,BN,23
Old River @ Middle River,3/16/2009,1043,64.397985,SouthDelta,D,51
Contra Costa PP Number 01,1/6/1999,459,64.63920091,OMR,W,24
Old River South of Rock Slough (St 5A),5/5/1980,318,64.64696862,OMR,AN,18
Old River South of Rock Slough (St 5A),4/9/1979,409,64.68168078,OMR,BN,21
Old River South of Rock Slough (St 5A),10/20/1983,154,64.89019526,OMR,W,8
Contra Costa PP Number 01,12/2/1998,289,64.89739823,OMR,W,15
Middle River @ Union Point - P10A,5/7/2018,352,64.92049336,OMR,BN,17
Middle River @ Union Point - P10A,5/7/2018,352,64.92049336,SouthDelta,BN,17
Old River at Tracy Wildlife Association,1/4/2022,616,65,SouthDelta,C,31.6
Old River South of Rock Slough (St 5A),5/27/1980,277,65.09270984,OMR,AN,14
Old River South of Rock Slough (St 5A),5/12/1980,358,65.43895548,OMR,AN,19
Old River South of Rock Slough (St 5A),11/16/1982,180,65.44459814,OMR,W,10
Old River South of Rock Slough (St 5A),6/22/1982,253,65.44959567,OMR,W,13
San Joaquin River @ Mossdale Bridge - C7A,6/13/1996,592,65.4871296,SJRcorridor,W,30
Contra Costa PP Number 01,7/12/1995,146,65.49822638,OMR,W,9
Middle River @ Union Point - P10A,3/2/2009,583,65.57301543,OMR,D,27
Middle River @ Union Point - P10A,3/2/2009,583,65.57301543,SouthDelta,D,27
Clifton Court Intake,2/25/1992,554,65.86224313,OMR,C,26
Old River South of Rock Slough (St 5A),11/24/1981,451,65.98476899,OMR,W,17
Middle River @ Union Point - P10A,5/7/2018,354,66,OMR,BN,17
C10A - San Joaquin River near Vernalis @ SJR Club,5/7/2018,132,66,SJRcorridor,BN,7
Middle River @ Union Point - P10A,3/4/2008,374,66.16351777,OMR,C,23
Contra Costa PP Number 01,3/4/2008,361,66.16351777,OMR,C,20
Middle River @ Union Point - P10A,3/4/2008,374,66.16351777,SouthDelta,C,23
Contra Costa PP Number 01,2/10/1993,361,66.22571537,OMR,AN,19
Middle River @ Union Point - P10A,4/7/2016,328,66.37589317,OMR,BN,19
Middle River @ Union Point - P10A,4/7/2016,328,66.37589317,SouthDelta,BN,19
Clifton Court Intake,5/7/1986,280,66.57784182,OMR,W,16
Old River South of Rock Slough (St 5A),9/13/1982,208,66.6341757,OMR,W,12
Contra Costa PP Number 01,2/7/2005,379,66.68285541,OMR,AN,21
Contra Costa PP Number 01,2/24/1992,793,66.71267132,OMR,C,27
Contra Costa PP Number 01,6/4/2003,293,66.71648137,OMR,AN,16
Contra Costa PP Number 01,5/2/1996,516,66.95278638,OMR,W,23
Old River South of Rock Slough (St 5A),4/7/1987,285,66.96371811,OMR,D,16
Sugar Cut downstream of Tom Paine Slough,6/25/2019,125.7,67,SouthDelta,W,8
Old River below Headwaters,6/25/2019,107.6,67,SJRcorridor,W,7
Grant Line Canal East,6/25/2019,106,67,SouthDelta,W,7
Old River near Doughty Cut - ORX,6/25/2019,105.1,67,SouthDelta,W,7
Paradise Cut,6/25/2019,110.3,67,SouthDelta,W,7
OH1,6/25/2019,107,67,SouthDelta,W,7
ORX,6/25/2019,105,67,SouthDelta,W,7
GLE,6/25/2019,104.5,67,SouthDelta,W,7
PDC,6/25/2019,109,67,SouthDelta,W,7
SGA,6/25/2019,128,67,SouthDelta,W,8
San Joaquin River @ Mossdale Bridge - C7A,9/14/1995,387,67.19233682,SJRcorridor,W,20
Contra Costa PP Number 01,9/6/1995,187,67.21706163,OMR,W,11
Old River South of Rock Slough (St 5A),10/19/1982,234,67.33005042,OMR,W,11
Old River @ Tracy Road Bridge - P12,3/23/2009,1179,67.34893515,SouthDelta,D,56
Grant Line Canal @ Tracy Blvd,3/23/2009,1156,67.34893515,SouthDelta,D,54
Contra Costa PP Number 01,7/5/2006,162,67.43685291,OMR,W,9
Middle River @ Union Point - P10A,7/5/2006,154,67.43685291,OMR,W,9
Middle River @ Union Point - P10A,7/5/2006,154,67.43685291,SouthDelta,W,9
Contra Costa PP Number 01,6/2/1999,288,67.44761682,OMR,W,16
Old River South of Rock Slough (St 5A),2/14/1980,266,67.64537101,OMR,AN,14
Rock Slough @ Old River,3/11/1992,318,67.72093556,OMR,C,18
Old River North of Rock Slough (St 4b),3/11/1992,302,67.72093556,OMR,C,17
Grant Line/Fabian/Bell Canals nr Old R.,3/11/1992,360,67.72093556,SouthDelta,C,21
Old River @ Middle River,4/16/2009,694,67.73613947,SouthDelta,D,36
Clifton Court Intake,2/9/1993,345,67.78217395,OMR,AN,20
Middle River at Bacon Island Bridge,2/9/1993,320,67.78217395,OMR,AN,20
Contra Costa PP Number 01,9/2/1998,161,67.79734317,OMR,W,11
Middle River @ Union Point - P10A,6/8/2010,288,67.97063022,OMR,BN,14
Middle River @ Union Point - P10A,6/8/2010,288,67.97063022,SouthDelta,BN,14
San Joaquin River @ Mossdale Bridge - C7A,12/12/1996,220,67.9766535,SJRcorridor,W,12
Contra Costa PP Number 01,3/24/1992,421,67.98576989,OMR,C,19
Middle River @ Union Point - P10A,2/4/2019,395.8,68,OMR,W,22
Old River South of Rock Slough (St 5A),6/23/1980,221,68.0228655,OMR,AN,14
Old River South of Rock Slough (St 5A),7/7/1980,186,68.25641473,OMR,AN,12
Old River @ Tracy Road Bridge - P12,5/7/2009,554,68.40551796,SouthDelta,D,29
Grant Line Canal @ Tracy Blvd,5/7/2009,425,68.40551796,SouthDelta,D,22
Clifton Court Intake,3/26/1992,321,68.43776556,OMR,C,18
Middle River at Bacon Island Bridge,3/26/1992,290,68.43776556,OMR,C,18
Old River South of Rock Slough (St 5A),4/16/1984,238,68.44196634,OMR,W,14
Old River South of Rock Slough (St 5A),9/17/1984,209,68.46687852,OMR,W,12
Old River South of Rock Slough (St 5A),2/21/1985,271,68.61311727,OMR,D,16
Middle River @ Union Point - P10A,4/6/2010,441,68.63765096,OMR,BN,25
Middle River @ Union Point - P10A,4/6/2010,441,68.63765096,SouthDelta,BN,25
Old River South of Rock Slough (St 5A),2/16/1981,279,68.66305851,OMR,D,17
P8 - San Joaquin River @ Buckley Cove,7/17/1969,360,68.77308425,SJRcorridor,W,19
Contra Costa PP Number 01,8/9/1995,150,68.77947219,OMR,W,9
Old River South of Rock Slough (St 5A),6/16/1980,221,68.91440792,OMR,AN,14
Contra Costa PP Number 01,1/10/1996,303,68.97868863,OMR,W,16
Contra Costa PP Number 01,4/6/2004,238,69.18983307,OMR,BN,15
Contra Costa PP Number 01,8/5/2003,348,69.2729812,OMR,AN,12
Old River South of Rock Slough (St 5A),6/10/1980,230,69.27641079,OMR,AN,13
Contra Costa PP Number 01,6/4/2002,330,69.35185908,OMR,D,16
Contra Costa PP Number 01,10/11/1995,193,69.40952731,OMR,W,11
Contra Costa PP Number 01,7/22/1993,159,69.41514716,OMR,AN,9
Contra Costa PP Number 01,4/1/2003,663,69.81194277,OMR,AN,26
Old River South of Rock Slough (St 5A),5/20/1986,233,69.94743635,OMR,W,13
Contra Costa PP Number 01,7/6/2005,151,69.97360216,OMR,AN,10
Sugar Cut downstream of Tom Paine Slough,1/12/2022,1667,70,SouthDelta,C,82.4
Paradise Cut,1/12/2022,821,70,SouthDelta,C,42.4
Grant Line Canal East,1/12/2022,678,70,SouthDelta,C,33.8
Old River near Doughty Cut - ORX,1/12/2022,663,70,SouthDelta,C,33.7
Old River below Headwaters,1/12/2022,660,70,SJRcorridor,C,33.3
Middle River @ Union Point - P10A,7/10/2017,177,70.04911852,OMR,W,11
Middle River @ Union Point - P10A,7/10/2017,177,70.04911852,SouthDelta,W,11
Contra Costa PP Number 01,3/6/2001,753,70.05240742,OMR,D,31
Contra Costa PP Number 01,10/14/1998,208,70.16642583,OMR,W,12
Old River South of Rock Slough (St 5A),12/16/1980,205,70.43542093,OMR,D,13
Contra Costa PP Number 01,4/4/2000,391,70.46558651,OMR,AN,18
Old River North of Rock Slough (St 4b),4/9/1991,320,70.47185036,OMR,C,17
Middle River at Bacon Island Bridge,4/9/1991,306,70.47185036,OMR,C,17
Rock Slough @ Old River,4/9/1991,323,70.47185036,OMR,C,16
Grant Line/Fabian/Bell Canals nr Old R.,4/9/1991,666,70.47185036,SouthDelta,C,33
Old River South of Rock Slough (St 5A),6/30/1980,195,70.47262594,OMR,AN,12
Clifton Court Intake,6/4/1986,303,70.7018673,OMR,W,16
Contra Costa PP Number 01,2/5/2002,385,70.70857903,OMR,D,19
Clifton Court Intake,8/10/1993,348,70.9026113,OMR,AN,20
Middle River at Bacon Island Bridge,8/10/1993,147,70.9026113,OMR,AN,10
Contra Costa PP Number 01,8/5/1998,190,70.95431958,OMR,W,11
Contra Costa PP Number 01,5/6/2002,350,71.01564345,OMR,D,17
Old River South of Rock Slough (St 5A),5/17/1984,201,71.23309041,OMR,W,12
Middle River @ Union Point - P10A,1/5/2015,470,71.50190239,OMR,C,23
Middle River @ Union Point - P10A,1/5/2015,470,71.50190239,SouthDelta,C,23
Contra Costa PP Number 01,8/12/1993,185,71.58781984,OMR,AN,10
Contra Costa PP Number 01,5/13/1997,363,71.63203277,OMR,W,19
San Joaquin River @ Mossdale Bridge - C7A,5/13/1997,346,71.63203277,SJRcorridor,W,18
Old River South of Rock Slough (St 5A),7/14/1980,172,71.65830083,OMR,AN,11
Old River South of Rock Slough (St 5A),3/15/1985,266,71.66117266,OMR,D,15
Clifton Court Intake,3/27/1991,548,71.68911216,OMR,C,20
Contra Costa PP Number 01,8/5/1999,218,71.77110367,OMR,W,11
Old River South of Rock Slough (St 5A),7/21/1980,174,71.80905674,OMR,AN,11
Contra Costa PP Number 01,2/3/2004,322,71.8099759,OMR,BN,16
Clifton Court Intake,1/30/1985,348,71.87547462,OMR,D,20
Rock Slough @ Old River,1/30/1985,284,71.87547462,OMR,D,18
Contra Costa PP Number 01,4/2/2002,295,71.94484474,OMR,D,16
Contra Costa PP Number 01,12/10/1997,1080,71.95083355,OMR,W,27.3
C10A - San Joaquin River near Vernalis @ SJR Club,2/7/2018,670,72,SJRcorridor,BN,31
Old River at Tracy Wildlife Association,7/1/2019,303.9,72,SouthDelta,W,18
TWA,7/1/2019,304.5,72,SouthDelta,W,18
Paradise Cut,7/9/2019,870,72,SouthDelta,W,52.5
Sugar Cut downstream of Tom Paine Slough,7/9/2019,620,72,SouthDelta,W,35
