Long Station Name,Collection Date,EC,Sacramento X2,Location,WYT,Ca
Grant Line Canal East,7/9/2019,452.8,72,SouthDelta,W,24.9
Old River below Headwaters,7/9/2019,444.2,72,SJRcorridor,W,22.9
Old River near Doughty Cut - ORX,7/9/2019,421.3,72,SouthDelta,W,22
OH1,7/9/2019,443,72,SouthDelta,W,22.9
ORX,7/9/2019,422,72,SouthDelta,W,22
GLE,7/9/2019,454,72,SouthDelta,W,24.9
PDC,7/9/2019,814,72,SouthDelta,W,52.5
SGA,7/9/2019,606,72,SouthDelta,W,35
Paradise Cut Upstream,9/11/2019,1204,72,SouthDelta,W,71.9
Old River at Tracy Wildlife Association,9/11/2019,337.6,72,SouthDelta,W,18.5
PDUP,9/11/2019,1190,72,SouthDelta,W,71.9
TWA,9/11/2019,336,72,SouthDelta,W,18.5
Rock Slough @ Old River,3/26/1991,567,72.01442228,OMR,C,19
Old River North of Rock Slough (St 4b),3/26/1991,549,72.01442228,OMR,C,18
Grant Line/Fabian/Bell Canals nr Old R.,3/26/1991,698,72.01442228,SouthDelta,C,36
Middle River @ Union Point - P10A,4/2/2007,318,72.02877378,OMR,D,18
Contra Costa PP Number 01,4/2/2007,255,72.02877378,OMR,D,16
Middle River @ Union Point - P10A,4/2/2007,318,72.02877378,SouthDelta,D,18
Middle River at Bacon Island Bridge,3/25/1991,469,72.32639176,OMR,C,22
Old River South of Rock Slough (St 5A),1/22/1985,264,72.39109753,OMR,D,16
Middle River at Bacon Island Bridge,3/24/1994,516,72.52425966,OMR,C,28
Clifton Court Intake,3/24/1994,437,72.52425966,OMR,C,24
Rock Slough @ Old River,3/24/1994,328,72.52425966,OMR,C,19
Old River South of Rock Slough (St 5A),8/20/1984,192,72.85477497,OMR,W,10
Contra Costa PP Number 01,4/4/2001,341,72.87905364,OMR,D,19
Contra Costa PP Number 01,6/6/2000,254,72.94579268,OMR,AN,14
C10A - San Joaquin River near Vernalis @ SJR Club,1/22/2018,640,73,SJRcorridor,BN,27
Middle River @ Union Point - P10A,2/5/2018,395,73,OMR,BN,19
C10A - San Joaquin River near Vernalis @ SJR Club,2/20/2018,494,73,SJRcorridor,BN,23
C10A - San Joaquin River near Vernalis @ SJR Club,5/21/2018,192,73,SJRcorridor,BN,11
C10A - San Joaquin River near Vernalis @ SJR Club,6/4/2018,441,73,SJRcorridor,BN,22
Middle River @ Union Point - P10A,6/5/2018,286.4,73,OMR,BN,13
C10A - San Joaquin River near Vernalis @ SJR Club,7/8/2019,427,73,SJRcorridor,W,22.2
Paradise Cut Upstream,8/21/2019,1501,73,SouthDelta,W,83.9
Old River at Tracy Wildlife Association,8/21/2019,232.7,73,SouthDelta,W,13.1
PDUP,8/21/2019,1470,73,SouthDelta,W,83.9
TWA,8/21/2019,231,73,SouthDelta,W,13.1
C10A - San Joaquin River near Vernalis @ SJR Club,9/3/2019,212.1,73,SJRcorridor,W,11.85
Paradise Cut,9/4/2019,615,73,SouthDelta,W,29.6
Old River below Headwaters,9/4/2019,237.6,73,SJRcorridor,W,13.7
Old River near Doughty Cut - ORX,9/4/2019,236.2,73,SouthDelta,W,13.35
Sugar Cut downstream of Tom Paine Slough,9/4/2019,271.5,73,SouthDelta,W,13.3
Grant Line Canal East,9/4/2019,235.8,73,SouthDelta,W,12.9
OH1,9/4/2019,237,73,SouthDelta,W,13.7
ORX,9/4/2019,238,73,SouthDelta,W,13.35
GLE,9/4/2019,237,73,SouthDelta,W,12.9
PDC,9/4/2019,533,73,SouthDelta,W,29.6
SGA,9/4/2019,252,73,SouthDelta,W,13.3
C10A - San Joaquin River near Vernalis @ SJR Club,10/7/2019,336,73,SJRcorridor,D,18.2
Middle River @ Union Point - P10A,10/7/2019,214.9,73,OMR,D,11.9
Paradise Cut Upstream,2/4/2020,1921,73,SouthDelta,D,137
Old River at Tracy Wildlife Association,2/4/2020,752,73,SouthDelta,D,35
PDUP,2/4/2020,1920,73,SouthDelta,D,137
TWA,2/4/2020,760,73,SouthDelta,D,35
Paradise Cut,4/21/2020,888,73,SouthDelta,D,48
Sugar Cut downstream of Tom Paine Slough,4/21/2020,1001,73,SouthDelta,D,44.5
Grant Line Canal East,4/21/2020,370.7,73,SouthDelta,D,16.5
Old River below Headwaters,4/21/2020,343.5,73,SJRcorridor,D,16
Old River near Doughty Cut - ORX,4/21/2020,347.2,73,SouthDelta,D,15
GLE,4/21/2020,372,73,SouthDelta,D,16.5
ORX,4/21/2020,349,73,SouthDelta,D,15
OH1,4/21/2020,345,73,SouthDelta,D,16
PDC,4/21/2020,916.5,73,SouthDelta,D,48
SGA,4/21/2020,976,73,SouthDelta,D,44.5
Old River South of Rock Slough (St 5A),5/21/1979,178,73.19414698,OMR,BN,12
Middle River @ Union Point - P10A,5/5/2009,358,73.26168644,OMR,D,20
Middle River @ Union Point - P10A,5/5/2009,358,73.26168644,SouthDelta,D,20
Contra Costa PP Number 01,7/8/1999,211,73.33227294,OMR,W,13
San Joaquin River @ Mossdale Bridge - C7A,7/18/1996,774,73.33974661,SJRcorridor,W,40
Contra Costa PP Number 01,4/10/1997,272,73.77999403,OMR,W,15
San Joaquin River @ Mossdale Bridge - C7A,4/9/1997,788,73.79612645,SJRcorridor,W,39
Contra Costa PP Number 01,9/5/1996,283,73.8076039,OMR,W,12
Old River @ Middle River,4/1/2009,1008,73.95020527,SouthDelta,D,46
Paradise Cut Upstream,7/24/2019,1880,74,SouthDelta,W,121
Old River at Tracy Wildlife Association,7/24/2019,383.4,74,SouthDelta,W,20.3
PDUP,7/24/2019,1860,74,SouthDelta,W,121
TWA,7/24/2019,383,74,SouthDelta,W,20.3
Paradise Cut Upstream,10/2/2019,1439,74,SouthDelta,D,88.1
Old River at Tracy Wildlife Association,10/2/2019,215.7,74,SouthDelta,D,11.8
PDUP,10/2/2019,1430,74,SouthDelta,D,88.1
TWA,10/2/2019,220,74,SouthDelta,D,11.8
Paradise Cut Upstream,1/19/2022,2987,74,SouthDelta,C,210
Middle River @ Union Point - P10A,3/10/2022,417,74,OMR,C,22.9
C10A - San Joaquin River near Vernalis @ SJR Club,3/10/2022,415.8,74,SJRcorridor,C,20.8
San Joaquin River @ Mossdale Bridge - C7A,10/19/1995,202,74.05131326,SJRcorridor,W,11
Middle River @ Union Point - P10A,2/5/2018,402,74.06112596,OMR,BN,19
Middle River @ Union Point - P10A,2/5/2018,402,74.06112596,SouthDelta,BN,19
Old River South of Rock Slough (St 5A),6/22/1984,190,74.34286418,OMR,W,12
Middle River @ Union Point - P10A,5/2/2007,346,74.44600721,OMR,D,18
Contra Costa PP Number 01,5/2/2007,268,74.44600721,OMR,D,14
Middle River @ Union Point - P10A,5/2/2007,346,74.44600721,SouthDelta,D,18
Old River South of Rock Slough (St 5A),5/7/1979,203,74.48111623,OMR,BN,13
San Joaquin River @ Mossdale Bridge - C7A,8/17/1995,633,74.57233985,SJRcorridor,W,32
Middle River @ Union Point - P10A,6/5/2018,284,74.73149108,OMR,BN,13
Middle River @ Union Point - P10A,6/5/2018,284,74.73149108,SouthDelta,BN,13
Middle River @ Union Point - P10A,6/2/2009,336,74.90839371,OMR,D,18
Middle River @ Union Point - P10A,6/2/2009,336,74.90839371,SouthDelta,D,18
Paradise Cut Upstream,10/29/2019,1587,75,SouthDelta,D,105
Old River at Tracy Wildlife Association,10/29/2019,277.2,75,SouthDelta,D,15
PDUP,10/29/2019,1580,75,SouthDelta,D,105
TWA,10/29/2019,281,75,SouthDelta,D,15
Paradise Cut Upstream,4/29/2020,931,75,SouthDelta,D,49.75
Old River at Tracy Wildlife Association,4/29/2020,674,75,SouthDelta,D,32
PDUP,4/29/2020,908,75,SouthDelta,D,49.75
TWA,4/29/2020,676,75,SouthDelta,D,32
Old River South of Rock Slough (St 5A),4/23/1981,226,75.00542927,OMR,D,15
Old River @ Tracy Road Bridge - P12,4/9/2009,1013,75.01511525,SouthDelta,D,46
Grant Line Canal @ Tracy Blvd,4/9/2009,844,75.01511525,SouthDelta,D,39
Middle River at Bacon Island Bridge,7/8/1993,203,75.05380959,OMR,AN,13
Contra Costa PP Number 01,7/8/1993,159,75.05380959,OMR,AN,10
Rock Slough @ Old River,7/8/1993,156,75.05380959,OMR,AN,10
Old River North of Rock Slough (St 4b),7/8/1993,148,75.05380959,OMR,AN,10
San Joaquin River @ Mossdale Bridge - C7A,7/8/1993,842,75.05380959,SJRcorridor,AN,44
Little Connection Sl. @ Empire Tr.,7/8/1993,120,75.05380959,SJRcorridor,AN,9
Old River nr Tracy,7/8/1993,950,75.05380959,SouthDelta,AN,51
Grant Ln Can @ Tracy Rd Bdg,7/8/1993,855,75.05380959,SouthDelta,AN,44
Clifton Court Intake,7/25/1984,212,75.0760343,OMR,W,12
Rock Slough @ Old River,7/25/1984,217,75.0760343,OMR,W,10
Old River South of Rock Slough (St 5A),7/29/1980,159,75.15820048,OMR,AN,11
Old River South of Rock Slough (St 5A),3/20/1981,294,75.19545039,OMR,D,18
Old River South of Rock Slough (St 5A),12/4/1979,216,75.2791345,OMR,AN,13
Old River South of Rock Slough (St 5A),6/2/1981,232,75.30547237,OMR,D,13
Middle River @ Union Point - P10A,4/7/2009,314,75.36176628,OMR,D,18
Middle River @ Union Point - P10A,4/7/2009,314,75.36176628,SouthDelta,D,18
Middle River at Bacon Island Bridge,2/17/1994,482,75.37363149,OMR,C,26
Clifton Court Intake,2/17/1994,415,75.37363149,OMR,C,21
Rock Slough @ Old River,2/17/1994,370,75.37363149,OMR,C,18
Middle River @ Union Point - P10A,4/7/2014,459,75.44547873,OMR,C,21
Middle River @ Union Point - P10A,4/7/2014,459,75.44547873,SouthDelta,C,21
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,OMR,BN,23
Middle River @ Union Point - P10A,5/3/2016,461,75.47029728,SouthDelta,BN,23
Old River @ Tracy Road Bridge - P12,5/21/2009,488,75.54540529,SouthDelta,D,23
Grant Line Canal @ Tracy Blvd,5/21/2009,353,75.54540529,SouthDelta,D,17
Contra Costa PP Number 01,7/11/1996,175,75.57077698,OMR,W,11
Old River South of Rock Slough (St 5A),3/4/1981,263,75.67405581,OMR,D,17
Old River South of Rock Slough (St 5A),10/20/1980,204,75.79339987,OMR,D,12
Middle River at Bacon Island Bridge,7/20/1993,161,75.81769133,OMR,AN,12
Clifton Court Intake,7/20/1993,166,75.81769133,OMR,AN,11
Old River South of Rock Slough (St 5A),7/18/1984,209,75.88810175,OMR,W,10
Paradise Cut,9/25/2019,966,76,SouthDelta,W,38.1
Sugar Cut downstream of Tom Paine Slough,9/25/2019,255.7,76,SouthDelta,W,12.1
Old River below Headwaters,9/25/2019,186.1,76,SJRcorridor,W,11.1
Old River near Doughty Cut - ORX,9/25/2019,180.2,76,SouthDelta,W,10.65
Grant Line Canal East,9/25/2019,182.8,76,SouthDelta,W,10
OH1,9/25/2019,184,76,SouthDelta,W,11.1
ORX,9/25/2019,180,76,SouthDelta,W,10.65
GLE,9/25/2019,183,76,SouthDelta,W,10
PDC,9/25/2019,752,76,SouthDelta,W,38.1
SGA,9/25/2019,215,76,SouthDelta,W,12.1
Grant Line Canal East,1/2/2020,696,76,SouthDelta,D,36
Sugar Cut downstream of Tom Paine Slough,1/2/2020,750,76,SouthDelta,D,36
Old River near Doughty Cut - ORX,1/2/2020,674,76,SouthDelta,D,34.5
Paradise Cut,1/2/2020,673,76,SouthDelta,D,33
Old River below Headwaters,1/2/2020,676,76,SJRcorridor,D,31
OH1,1/2/2020,682,76,SouthDelta,D,31
ORX,1/2/2020,681,76,SouthDelta,D,34.5
GLE,1/2/2020,699,76,SouthDelta,D,36
PDC,1/2/2020,679,76,SouthDelta,D,33
SGA,1/2/2020,749,76,SouthDelta,D,36
Sugar Cut downstream of Tom Paine Slough,1/25/2022,1500,76,SouthDelta,C,69.65
Paradise Cut,1/25/2022,778,76,SouthDelta,C,37.2
Old River at Tracy Wildlife Association,2/8/2022,824,76,SouthDelta,C,41.1
Contra Costa PP Number 01,5/4/2004,233,76.25300399,OMR,BN,13
Old River South of Rock Slough (St 5A),8/6/1980,170,76.44358914,OMR,AN,11
Old River South of Rock Slough (St 5A),8/17/1982,184,76.46364235,OMR,W,11
Clifton Court Intake,5/19/1994,599,76.51544974,OMR,C,31
Middle River at Bacon Island Bridge,5/19/1994,499,76.51544974,OMR,C,25
Rock Slough @ Old River,5/19/1994,395,76.51544974,OMR,C,20
Old River South of Rock Slough (St 5A),9/15/1980,312,76.57711741,OMR,AN,14
Old River South of Rock Slough (St 5A),9/26/1980,265,76.604144,OMR,AN,14
Rock Slough @ Old River,9/24/1986,285,76.64482557,OMR,W,18
San Joaquin River @ Mossdale Bridge - C7A,9/12/1996,666,76.73553471,SJRcorridor,W,34
Old River South of Rock Slough (St 5A),11/13/1984,177,76.76724225,OMR,D,11
Paradise Cut Upstream,1/15/2019,2111,77,SouthDelta,W,138
Sugar Cut downstream of Tom Paine Slough,1/15/2019,1150,77,SouthDelta,W,56
Old River at Tracy Wildlife Association,1/15/2019,972,77,SouthDelta,W,44
Paradise Cut,1/15/2019,811,77,SouthDelta,W,38
PDUP,1/15/2019,2110,77,SouthDelta,W,138
SGA,1/15/2019,1170,77,SouthDelta,W,56
PDC,1/15/2019,822,77,SouthDelta,W,38
TWA,1/15/2019,977,77,SouthDelta,W,44
Middle River @ Union Point - P10A,2/6/2020,374.9,77,OMR,D,19
C10A - San Joaquin River near Vernalis @ SJR Club,2/6/2020,393.4,77,SJRcorridor,D,18
Sugar Cut downstream of Tom Paine Slough,2/19/2020,898,77,SouthDelta,D,44.5
Paradise Cut,2/19/2020,816,77,SouthDelta,D,39
PDC,2/19/2020,821,77,SouthDelta,D,39
SGA,2/19/2020,902.5,77,SouthDelta,D,44.5
Paradise Cut Upstream,4/7/2020,1982,77,SouthDelta,D,127.5
Old River at Tracy Wildlife Association,4/7/2020,999,77,SouthDelta,D,43
PDUP,4/7/2020,1972,77,SouthDelta,D,127.5
TWA,4/7/2020,996,77,SouthDelta,D,43
Paradise Cut Upstream,2/9/2022,1694,77,SouthDelta,C,109.5
Middle River @ Union Point - P10A,2/9/2022,354.6,77,OMR,C,19.9
C10A - San Joaquin River near Vernalis @ SJR Club,2/9/2022,307.6,77,SJRcorridor,C,16.2
Rock Slough @ Old River,7/2/1986,225,77.07568175,OMR,W,13
Old River South of Rock Slough (St 5A),10/6/1980,236,77.15999944,OMR,D,13
Middle River at Bacon Island Bridge,4/22/1992,335,77.19407905,OMR,C,21
Contra Costa PP Number 01,4/22/1992,362,77.19407905,OMR,C,18
Rock Slough @ Old River,4/22/1992,330,77.19407905,OMR,C,18
Old River North of Rock Slough (St 4b),4/22/1992,325,77.19407905,OMR,C,17
San Joaquin River @ Mossdale Bridge - C7A,4/22/1992,834,77.19407905,SJRcorridor,C,42
Little Connection Sl. @ Empire Tr.,4/22/1992,231,77.19407905,SJRcorridor,C,16
Old River nr Tracy,4/22/1992,1110,77.19407905,SouthDelta,C,69
Grant Ln Can @ Tracy Rd Bdg,4/22/1992,932,77.19407905,SouthDelta,C,49
Grant Line/Fabian/Bell Canals nr Old R.,4/22/1992,409,77.19407905,SouthDelta,C,20
Old River @ Tracy Road Bridge - P12,6/8/2009,739,77.24823856,SouthDelta,D,40
Grant Line Canal @ Tracy Blvd,6/8/2009,550,77.24823856,SouthDelta,D,28
Contra Costa PP Number 01,9/2/1997,269,77.2650624,OMR,W,14
San Joaquin River @ Mossdale Bridge - C7A,9/2/1997,671,77.2650624,SJRcorridor,W,40
Middle River @ Union Point - P10A,10/2/2017,186,77.2692402,OMR,BN,11
Middle River @ Union Point - P10A,10/2/2017,186,77.2692402,SouthDelta,BN,11
Contra Costa PP Number 01,8/6/1997,267,77.35304839,OMR,W,12
Contra Costa PP Number 01,8/2/2000,244,77.4197889,OMR,AN,12
San Joaquin River @ Mossdale Bridge - C7A,8/15/1996,747,77.45680181,SJRcorridor,W,36
Old River South of Rock Slough (St 5A),5/16/1985,241,77.45709937,OMR,D,13
Middle River @ Union Point - P10A,9/7/2017,193,77.48586469,OMR,W,11
Middle River @ Union Point - P10A,9/7/2017,193,77.48586469,SouthDelta,W,11
Old River South of Rock Slough (St 5A),11/20/1979,227,77.49708288,OMR,AN,12
Old River South of Rock Slough (St 5A),4/16/1985,240,77.63759448,OMR,D,17
Old River South of Rock Slough (St 5A),12/17/1985,605,77.70271234,OMR,W,16
Old River South of Rock Slough (St 5A),8/21/1984,232,77.90828234,OMR,W,11
San Joaquin River @ Mossdale Bridge - C7A,8/7/1997,663,77.94958475,SJRcorridor,W,38
Grant Line Canal East,3/1/2022,559,78,SouthDelta,C,29
Old River below Headwaters,3/1/2022,508,78,SJRcorridor,C,25.8
Old River near Doughty Cut - ORX,3/1/2022,480.8,78,SouthDelta,C,25.3
Paradise Cut Upstream,3/14/2022,3443,78,SouthDelta,C,244
Contra Costa PP Number 01,12/5/1996,688,78.03491703,OMR,W,16
Middle River @ Union Point - P10A,3/2/2015,406,78.10690622,OMR,C,24
Middle River @ Union Point - P10A,3/2/2015,406,78.10690622,SouthDelta,C,24
Old River near Rock Slough,10/1/1959,396,78.11676896,OMR,D,15
Old River near Rock Slough,10/1/1959,352,78.11676896,OMR,D,15
Contra Costa PP Number 01,11/4/1998,190,78.12007996,OMR,W,11
San Joaquin River @ Mossdale Bridge - C7A,7/2/1997,620,78.23532434,SJRcorridor,W,33
Old River South of Rock Slough (St 5A),11/14/1980,219,78.251066,OMR,D,12
Middle River @ Union Point - P10A,8/2/2006,261,78.28975195,OMR,W,15
Middle River @ Union Point - P10A,8/2/2006,261,78.28975195,SouthDelta,W,15
Old River South of Rock Slough (St 5A),7/21/1982,244,78.29621658,OMR,W,12
Old River South of Rock Slough (St 5A),11/3/1980,201,78.34640114,OMR,D,12
Middle River @ Union Point - P10A,4/8/2008,492,78.37516679,OMR,C,26
Contra Costa PP Number 01,4/8/2008,465,78.37516679,OMR,C,22
Middle River @ Union Point - P10A,4/8/2008,492,78.37516679,SouthDelta,C,26
Middle River at Bacon Island Bridge,9/1/1993,175,78.41118016,OMR,AN,12
Rock Slough @ Old River,9/1/1993,216,78.41118016,OMR,AN,11
Old River North of Rock Slough (St 4b),9/1/1993,212,78.41118016,OMR,AN,11
Contra Costa PP Number 01,9/1/1993,205,78.41118016,OMR,AN,11
San Joaquin River @ Mossdale Bridge - C7A,9/1/1993,349,78.41118016,SJRcorridor,AN,18
Little Connection Sl. @ Empire Tr.,9/1/1993,162,78.41118016,SJRcorridor,AN,13
Old River nr Tracy,9/1/1993,530,78.41118016,SouthDelta,AN,28
Grant Ln Can @ Tracy Rd Bdg,9/1/1993,386,78.41118016,SouthDelta,AN,20
Contra Costa PP Number 01,6/4/1997,294,78.50514499,OMR,W,15
San Joaquin River @ Mossdale Bridge - C7A,6/4/1997,560,78.50514499,SJRcorridor,W,28
Clifton Court Intake,6/27/1984,472,78.52956136,OMR,W,24
Rock Slough @ Old River,6/27/1984,189,78.52956136,OMR,W,10
Middle River at Bacon Island Bridge,3/11/1991,514,78.62871498,OMR,C,22
Middle River @ Union Point - P10A,9/6/2006,240,78.70958184,OMR,W,13
Middle River @ Union Point - P10A,9/6/2006,240,78.70958184,SouthDelta,W,13
Rock Slough @ Old River,3/12/1991,859,78.72735886,OMR,C,21
Old River North of Rock Slough (St 4b),3/12/1991,779,78.72735886,OMR,C,21
Grant Line/Fabian/Bell Canals nr Old R.,3/12/1991,1210,78.72735886,SouthDelta,C,56
Middle River at Bacon Island Bridge,4/20/1994,441,78.884997,OMR,C,24
Contra Costa PP Number 01,4/20/1994,375,78.884997,OMR,C,20
Rock Slough @ Old River,4/20/1994,357,78.884997,OMR,C,20
Old River North of Rock Slough (St 4b),4/20/1994,348,78.884997,OMR,C,19
San Joaquin River @ Mossdale Bridge - C7A,4/20/1994,880,78.884997,SJRcorridor,C,42
Little Connection Sl. @ Empire Tr.,4/20/1994,236,78.884997,SJRcorridor,C,15
Old River nr Tracy,4/20/1994,942,78.884997,SouthDelta,C,47
Grant Line/Fabian/Bell Canals nr Old R.,4/20/1994,922,78.884997,SouthDelta,C,45
Grant Ln Can @ Tracy Rd Bdg,4/20/1994,824,78.884997,SouthDelta,C,42
Contra Costa PP Number 01,7/1/1997,249,78.99333076,OMR,W,13
OH1,1/8/2019,940,79,SouthDelta,W,41.1
ORX,1/8/2019,944,79,SouthDelta,W,41.5
GLE,1/8/2019,977,79,SouthDelta,W,43.1
Paradise Cut Upstream,3/4/2020,1832,79,SouthDelta,D,117.5
Old River at Tracy Wildlife Association,3/4/2020,492.1,79,SouthDelta,D,23
PDUP,3/4/2020,1820,79,SouthDelta,D,117.5
TWA,3/4/2020,494,79,SouthDelta,D,23
Old River at Tracy Wildlife Association,3/15/2022,935,79,SouthDelta,C,50
Sugar Cut downstream of Tom Paine Slough,3/16/2022,978,79,SouthDelta,C,55.2
Paradise Cut,3/16/2022,993,79,SouthDelta,C,46.5
Old River South of Rock Slough (St 5A),12/17/1979,201,79.03917236,OMR,AN,13
Middle River @ Union Point - P10A,10/3/2006,253,79.15994988,OMR,D,16
Contra Costa PP Number 01,10/3/2006,272,79.15994988,OMR,D,15
Middle River @ Union Point - P10A,10/3/2006,253,79.15994988,SouthDelta,D,16
Contra Costa PP Number 01,12/6/1995,213,79.32528838,OMR,W,12
Middle River @ Union Point - P10A,8/2/2010,189,79.32890201,OMR,BN,12
Middle River @ Union Point - P10A,8/2/2010,189,79.32890201,SouthDelta,BN,12
Old River South of Rock Slough (St 5A),1/6/1981,209,79.42709404,OMR,D,14
Old River @ Tracy Road Bridge - P12,4/23/2009,814,79.53429049,SouthDelta,D,39
Grant Line Canal @ Tracy Blvd,4/23/2009,463,79.53429049,SouthDelta,D,22
San Joaquin River @ Mossdale Bridge - C7A,11/16/1995,750,79.55759468,SJRcorridor,W,34
Old River North of Rock Slough (St 4b),1/24/1990,804,79.66720736,OMR,C,16
Middle River at Bacon Island Bridge,1/24/1990,420,79.66720736,OMR,C,16
Little Connection Sl. @ Empire Tr.,1/24/1990,204,79.66720736,SJRcorridor,C,14
San Joaquin River @ Mossdale Bridge - C7A,1/24/1990,1310,79.66720736,SJRcorridor,C,63
Grant Ln Can @ Tracy Rd Bdg,1/24/1990,1200,79.66720736,SouthDelta,C,57
Old River nr Tracy,1/24/1990,1190,79.66720736,SouthDelta,C,56
Grant Line/Fabian/Bell Canals nr Old R.,1/24/1990,1100,79.66720736,SouthDelta,C,53
Rock Slough @ Old River,4/8/1992,334,79.86326901,OMR,C,18
Old River North of Rock Slough (St 4b),4/8/1992,327,79.86326901,OMR,C,18
Grant Line/Fabian/Bell Canals nr Old R.,4/8/1992,340,79.86326901,SouthDelta,C,18
Middle River @ Union Point - P10A,2/6/2007,460,79.89948567,OMR,D,22
Contra Costa PP Number 01,2/6/2007,456,79.89948567,OMR,D,18
Middle River @ Union Point - P10A,2/6/2007,460,79.89948567,SouthDelta,D,22
Old River South of Rock Slough (St 5A),11/24/1980,225,79.91615184,OMR,D,13
San Joaquin River @ Mossdale Bridge - C7A,12/7/1995,746,79.94458802,SJRcorridor,W,33
Contra Costa PP Number 01,5/26/1994,427,79.98947042,OMR,C,21
Old River near Doughty Cut - ORX,6/16/2020,253.9,80,SouthDelta,D,12.9
ORX,6/16/2020,254,80,SouthDelta,D,12.9
Paradise Cut Upstream,6/17/2020,1393,80,SouthDelta,D,83
PDUP,6/17/2020,1410,80,SouthDelta,D,83
Grant Line Canal East,4/7/2022,766,80,SouthDelta,C,37.5
Old River below Headwaters,4/7/2022,679,80,SJRcorridor,C,33.5
Old River near Doughty Cut - ORX,4/7/2022,679,80,SouthDelta,C,33.3
Old River South of Rock Slough (St 5A),8/18/1980,204,80.02274745,OMR,AN,11
Middle River at Bacon Island Bridge,7/25/1989,200,80.02863026,OMR,D,16
Old River North of Rock Slough (St 4b),7/25/1989,350,80.02863026,OMR,D,14
San Joaquin River @ Mossdale Bridge - C7A,7/25/1989,800,80.02863026,SJRcorridor,D,54
Little Connection Sl. @ Empire Tr.,7/25/1989,130,80.02863026,SJRcorridor,D,9
Old River nr Tracy,7/25/1989,850,80.02863026,SouthDelta,D,76
Grant Ln Can @ Tracy Rd Bdg,7/25/1989,800,80.02863026,SouthDelta,D,68
Grant Line/Fabian/Bell Canals nr Old R.,7/25/1989,800,80.02863026,SouthDelta,D,63
Clifton Court Intake,2/21/1990,472,80.12996718,OMR,C,18
Contra Costa PP Number 01,10/6/2004,730,80.20091081,OMR,AN,18
Contra Costa PP Number 01,1/2/2007,704,80.23657174,OMR,D,19
Middle River @ Union Point - P10A,1/2/2007,490,80.23657174,OMR,D,18
Middle River @ Union Point - P10A,1/2/2007,490,80.23657174,SouthDelta,D,18
Middle River @ Union Point - P10A,6/4/2007,399,80.25338455,OMR,D,20
Contra Costa PP Number 01,6/4/2007,324,80.25338455,OMR,D,16
Middle River @ Union Point - P10A,6/4/2007,399,80.25338455,SouthDelta,D,20
Contra Costa PP Number 01,6/6/2001,335,80.28545946,OMR,D,16
Old River South of Rock Slough (St 5A),11/6/1979,250,80.35169489,OMR,AN,12
Old River South of Rock Slough (St 5A),8/5/1986,723,80.38588581,OMR,W,39
Contra Costa PP Number 01,7/2/2002,262,80.39099747,OMR,D,13
Contra Costa PP Number 01,1/6/1998,920,80.42409534,OMR,W,26.6
Old River South of Rock Slough (St 5A),7/3/1979,214,80.43664007,OMR,BN,11
Middle River at Bacon Island Bridge,1/19/1994,356,80.49647088,OMR,C,20
Clifton Court Intake,1/19/1994,367,80.49647088,OMR,C,19
Contra Costa PP Number 01,1/4/2000,1186,80.55744457,OMR,AN,26
Middle River @ Union Point - P10A,3/3/2014,725,80.57624471,OMR,C,30
Middle River @ Union Point - P10A,3/3/2014,725,80.57624471,SouthDelta,C,30
Contra Costa PP Number 01,7/3/2000,229,80.70368222,OMR,AN,13
Middle River @ Union Point - P10A,7/6/2010,241,80.72423904,OMR,BN,13
Middle River @ Union Point - P10A,7/6/2010,241,80.72423904,SouthDelta,BN,13
Middle River @ Union Point - P10A,8/7/2017,217,80.74384873,OMR,W,13
Middle River @ Union Point - P10A,8/7/2017,217,80.74384873,SouthDelta,W,13
Contra Costa PP Number 01,8/2/2005,196,80.7913406,OMR,AN,12
Old River South of Rock Slough (St 5A),5/12/1981,269,80.86307077,OMR,D,14
